HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1
N14.HOG0000000	OG0000000	n8																																																						WP_082696389.1																																																																																																			WP_187980315.1																																																																																	
N14.HOG0000001	OG0000000	n311																																																						WP_059316871.1																																																																																																			WP_187979233.1																																																																																	
N14.HOG0000002	OG0000000	n568																																																						WP_059315649.1																																																																																																			WP_187979963.1																																																																																	
N14.HOG0000003	OG0000000	n1202																																																						WP_059313426.1																																																																																																			WP_133861569.1																																																																																	
N14.HOG0000004	OG0000000	n1230																																																						WP_059316766.1																																																																																																			WP_187980727.1																																																																																	
N14.HOG0000005	OG0000000	n1324																																																						WP_059314339.1																																																																																																			WP_187978918.1																																																																																	
N14.HOG0000006	OG0000000	n1544																																																						WP_059313443.1																																																																																																			WP_187980414.1																																																																																	
N14.HOG0000007	OG0000000	n1916																																																						WP_059313588.1																																																																																																			WP_187981153.1																																																																																	
N14.HOG0000008	OG0000000	n1917																																																						WP_059313225.1																																																																																																			WP_187980562.1																																																																																	
N14.HOG0000009	OG0000000	n2026																																																																																																																																																									WP_187981382.1																																																																																	
N14.HOG0000010	OG0000000	n2058																																																						WP_059313089.1																																																																																																			WP_187980680.1																																																																																	
N14.HOG0000011	OG0000000	n2284																																																																																																																																																									WP_187980056.1																																																																																	
N14.HOG0000012	OG0000000	n2334																																																						WP_156428993.1																																																																																																			WP_133859804.1																																																																																	
N14.HOG0000013	OG0000000	n2663																																																						WP_059315786.1																																																																																																			WP_158896496.1																																																																																	
N14.HOG0000014	OG0000000	n3021																																																						WP_059313418.1																																																																																																			WP_187980429.1																																																																																	
N14.HOG0000015	OG0000000	n3102																																																						WP_059313911.1																																																																																																			WP_187978603.1																																																																																	
N14.HOG0000016	OG0000000	n3259																																																																																																																																																									WP_187980862.1																																																																																	
N14.HOG0000017	OG0000001	n4																																																						WP_059314835.1																																																																																																			WP_187979257.1																																																																																	
N14.HOG0000018	OG0000001	n92																																																						WP_059315736.1																																																																																																			WP_133862682.1																																																																																	
N14.HOG0000019	OG0000001	n324																																																						WP_059314610.1																																																																																																			WP_187979117.1																																																																																	
N14.HOG0000020	OG0000001	n411																																																						WP_059314591.1																																																																																																			WP_133859267.1																																																																																	
N14.HOG0000021	OG0000001	n529																																																						WP_059314355.1																																																																																																			WP_187978928.1																																																																																	
N14.HOG0000022	OG0000001	n738																																																						WP_059316185.1																																																																																																			WP_133861390.1																																																																																	
N14.HOG0000023	OG0000001	n826																																																																																																																																																									WP_187978847.1																																																																																	
N14.HOG0000024	OG0000001	n892																																																						WP_059315650.1																																																																																																			WP_187979964.1																																																																																	
N14.HOG0000025	OG0000001	n1007																																																						WP_059316767.1																																																																																																																																																																																				
N14.HOG0000026	OG0000001	n1140																																																						WP_059314590.1																																																																																																			WP_187979105.1																																																																																	
N14.HOG0000027	OG0000001	n1385																																																						WP_059312981.1																																																																																																			WP_027598710.1																																																																																	
N14.HOG0000028	OG0000001	n1401																																																						WP_059314836.1																																																																																																			WP_187979258.1																																																																																	
N14.HOG0000029	OG0000001	n1495																																																																																																																																																									WP_187980914.1																																																																																	
N14.HOG0000030	OG0000001	n1611																																																						WP_269465339.1																																																																																																			WP_273862892.1																																																																																	
N14.HOG0000031	OG0000001	n1628																																																						WP_059316172.1																																																																																																			WP_187980303.1																																																																																	
N14.HOG0000032	OG0000001	n1817																																																						WP_059316176.1																																																																																																			WP_187980306.1																																																																																	
N14.HOG0000033	OG0000001	n1914																																																						WP_059315114.1																																																																																																																																																																																				
N14.HOG0000034	OG0000001	n2008																																																																																																																																																									WP_187981362.1																																																																																	
N14.HOG0000035	OG0000001	n2141																																																						WP_059313793.1																																																																																																			WP_187978527.1																																																																																	
N14.HOG0000036	OG0000001	n2344																																																						WP_059316246.1																																																																																																			WP_187981114.1																																																																																	
N14.HOG0000037	OG0000001	n2495																																																																																																																																																									WP_187981115.1																																																																																	
N14.HOG0000038	OG0000001	n2836																																																						WP_059313058.1																																																																																																			WP_187980701.1																																																																																	
N14.HOG0000039	OG0000001	n2869																																																						WP_059313440.1																																																																																																																																																																																				
N14.HOG0000040	OG0000001	n3283																																																						WP_059313057.1																																																																																																			WP_187980702.1																																																																																	
N14.HOG0000041	OG0000001	n3318																																																						WP_059316872.1																																																																																																			WP_187979287.1																																																																																	
N14.HOG0000042	OG0000002	n381																																																						WP_039976153.1																																																																																																			WP_039976153.1																																																																																	
N14.HOG0000043	OG0000002	n598																																																																																																																																																									WP_133860944.1																																																																																	
N14.HOG0000044	OG0000002	n657																																																																																																																																																									WP_133860990.1																																																																																	
N14.HOG0000045	OG0000002	n909																																																						WP_059314746.1																																																																																																			WP_187979170.1																																																																																	
