HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1	GCF_000271365.1	GCF_000510305.1	GCF_002943995.1	GCF_002951475.1	GCF_004355125.1	GCF_004355145.1	GCF_013343435.1	GCF_013343475.1	GCF_013343535.1	GCF_022559545.1
N92.HOG0000000	OG0000000	n67												WP_007251729.1	WP_007251729.1																		WP_024646532.1																																																																		WP_054996961.1																														WP_053479965.1																																		WP_007251729.1																																																	WP_122346448.1																																		
N92.HOG0000001	OG0000000	n210												WP_042912929.1	WP_042912929.1																		WP_025389464.1																																																																		WP_005893405.1																														WP_122354879.1																																		WP_042912929.1																																																	WP_005893405.1																																		
N92.HOG0000002	OG0000000	n726																																																																																																	WP_053479921.1																														WP_122355346.1																																																																																			WP_053479921.1																																		
N92.HOG0000003	OG0000000	n860												WP_007249296.1	WP_007249296.1																																																																																				WP_024669390.1																														WP_054990516.1																																		WP_007249296.1																																																	WP_054990516.1																																		
N92.HOG0000004	OG0000000	n1001												WP_007251399.1	WP_007251399.1																		WP_025389219.1																																																																		WP_122358495.1																														WP_024669859.1																																		WP_007251399.1																																																	WP_255871915.1																																		
N92.HOG0000005	OG0000000	n1898												WP_007249134.1	WP_054080035.1																		WP_024646611.1																																																																		WP_005892691.1																														WP_191867784.1																																		WP_054080035.1																																																	WP_024670033.1																																		
N92.HOG0000006	OG0000000	n2155												WP_007250167.1	WP_007250167.1																		WP_025390426.1																																																																		WP_005891865.1																														WP_122312452.1																																		WP_007250167.1																																																	WP_053480461.1																																		
N92.HOG0000007	OG0000000	n2444												WP_007251765.1	WP_007251765.1																		WP_025390101.1																																																																		WP_122358237.1																														WP_005893019.1																																		WP_007251765.1																																																	WP_054997149.1																																		
N92.HOG0000008	OG0000000	n2569												WP_007251160.1	WP_007251160.1																		WP_025390270.1																																																																		WP_054997258.1																														WP_024671105.1																																		WP_007251160.1																																																	WP_255871399.1																																		
N92.HOG0000009	OG0000000	n2662																															WP_032632999.1																																																																		WP_024691138.1																														WP_042932704.1																																																																																			WP_042932704.1																																		
N92.HOG0000010	OG0000000	n2767												WP_007248603.1	WP_007248603.1																		WP_025390398.1																																																																		WP_122357945.1																														WP_053931428.1																																		WP_007248603.1																																																	WP_053931428.1																																		
N92.HOG0000011	OG0000000	n3043												WP_007249270.1	WP_054080020.1																																																																																																																																																				WP_054080020.1																																																																																			
N92.HOG0000012	OG0000000	n3297												WP_007249504.1	WP_007249504.1																		WP_025389925.1																																																																																																																																		WP_007249504.1																																																																																			
N92.HOG0000013	OG0000000	n3430												WP_007251849.1	WP_007251849.1																		WP_024646969.1																																																																		WP_024671495.1																														WP_024671495.1																																		WP_007251849.1																																																	WP_024671495.1																																		
N92.HOG0000014	OG0000000	n3603												WP_042913892.1	WP_054079483.1																		WP_025390139.1																																																																																																																																		WP_054079483.1																																																																																			
N92.HOG0000015	OG0000001	n9												WP_007253395.1	WP_007253395.1																		WP_024645702.1																																																																		WP_005892237.1																														WP_005892237.1																																		WP_007253395.1																																																	WP_005892237.1																																		
N92.HOG0000016	OG0000001	n306												WP_007248776.1	WP_007248776.1																		WP_025389065.1																																																																		WP_024690243.1																														WP_005889278.1																																		WP_007248776.1																																																	WP_005889278.1																																		
N92.HOG0000017	OG0000001	n563												WP_007249768.1	WP_007249768.1																																																																																																																																																				WP_007249768.1																																																																																			
N92.HOG0000018	OG0000001	n627												WP_007252779.1	WP_007252779.1																		WP_025388665.1																																																																		WP_005896231.1																														WP_122354808.1																																		WP_007252779.1																																																	WP_122323776.1																																		
N92.HOG0000019	OG0000001	n696												WP_007248459.1	WP_007248459.1																		WP_025388988.1																																																																		WP_024691730.1																														WP_024671273.1																																		WP_007248459.1																																																	WP_024691730.1																																		
N92.HOG0000020	OG0000001	n822												WP_007249651.1	WP_007249651.1																		WP_024645758.1																																																																		WP_024669101.1																														WP_005893284.1																																		WP_007249651.1																																																	WP_255871613.1																																		
N92.HOG0000021	OG0000001	n1085												WP_007252203.1	WP_007252203.1																		WP_025389336.1																																																																		WP_005887522.1																														WP_005887522.1																																		WP_007252203.1																																																	WP_005887522.1																																		
N92.HOG0000022	OG0000001	n1601												WP_007251823.1	WP_007251823.1																		WP_025390070.1																																																																		WP_005892954.1																														WP_005892954.1																																		WP_007251823.1																																																	WP_005892954.1																																		
N92.HOG0000023	OG0000001	n1847													WP_054079896.1																																																																																																																																																				WP_054079896.1																																																																																			
N92.HOG0000024	OG0000001	n1883																															WP_025390014.1																																																																		WP_122350001.1																														WP_005886983.1																																																																																			WP_122346382.1																																		
N92.HOG0000025	OG0000001	n2186												WP_007253040.1	WP_007253040.1																		WP_024645489.1																																																																		WP_005891056.1																														WP_005891056.1																																		WP_007253040.1																																																	WP_005891056.1																																		
N92.HOG0000026	OG0000001	n2494																															WP_025389454.1																																																																		WP_024671771.1																														WP_053932249.1																																																																																			WP_122313452.1																																		
N92.HOG0000027	OG0000001	n2552																																																																																																	WP_024691638.1																														WP_122312258.1																																																																																			WP_005887164.1																																		
N92.HOG0000028	OG0000001	n2654																																																																																																	WP_234778668.1																																																																																																																	WP_255871947.1																																		
