HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1	GCF_000271365.1	GCF_000510305.1	GCF_002943995.1	GCF_002951475.1	GCF_004355125.1	GCF_004355145.1	GCF_013343435.1	GCF_013343475.1	GCF_013343535.1	GCF_022559545.1
N73.HOG0000000	OG0000000	n9																																																																																																																																																														WP_029611434.1																																																																																						
N73.HOG0000001	OG0000000	n199																																																																																																																																																														WP_016781294.1																																																																																						
N73.HOG0000002	OG0000000	n210																																											WP_047282318.1																																																																																	WP_048351059.1																																		WP_029611281.1																																																																					WP_048377930.1																	
N73.HOG0000003	OG0000000	n566																																											WP_047273429.1																																																																																	WP_046809694.1																																		WP_016781863.1																																																																					WP_048378643.1																	
N73.HOG0000004	OG0000000	n977																																																																																																																																																																																																																																			WP_048381920.1																	
N73.HOG0000005	OG0000000	n1001																																																																																																																												WP_019827521.1																																																																																																																								
N73.HOG0000006	OG0000000	n1373																																											WP_047282882.1																																																																																	WP_048351253.1																																		WP_029611292.1																																																																																						
N73.HOG0000007	OG0000000	n1552																																											WP_047282714.1																																																																																																																																																																																																									
N73.HOG0000008	OG0000000	n1577																																																																																																																												WP_019823236.1																																																																																																																								
N73.HOG0000009	OG0000000	n1671																																											WP_047283028.1																																																																																	WP_048352509.1																																		WP_016783531.1																																																																					WP_048383476.1																	
N73.HOG0000010	OG0000000	n1898																																																																																																																																																																																																																																			WP_048379617.1																	
N73.HOG0000011	OG0000000	n2155																																											WP_047277172.1																																																																																	WP_046810488.1																																		WP_016782002.1																																																																					WP_048378901.1																	
N73.HOG0000012	OG0000000	n2444																																																																																																																																																														WP_029611679.1																																																																					WP_048381945.1																	
N73.HOG0000013	OG0000000	n2662																																																																																																																												WP_037032310.1																																																																																																							WP_048378125.1																	
N73.HOG0000014	OG0000000	n2711																																																																																																																												WP_048352139.1																																		WP_016780823.1																																																																																						
N73.HOG0000015	OG0000000	n2715																																																																																																																												WP_048352128.1																																																																																																																								
N73.HOG0000016	OG0000000	n2767																																											WP_047283153.1																																																																																	WP_048351140.1																																		WP_016779587.1																																																																					WP_048378417.1																	
N73.HOG0000017	OG0000000	n2965																																																																																																																												WP_048352001.1																																																																																																							WP_048379847.1																	
N73.HOG0000018	OG0000000	n2989																																																																																																																																																														WP_016779375.1																																																																																						
N73.HOG0000019	OG0000000	n3035																																																																																																																												WP_048351395.1																																																																																																																								
N73.HOG0000020	OG0000000	n3043																																																																																																																												WP_048352154.1																																																																																																							WP_048383906.1																	
N73.HOG0000021	OG0000000	n3297																																																																																																																																																																																																																																			WP_048381966.1																	
N73.HOG0000022	OG0000000	n3430																																											WP_047282902.1																																																																																																																			WP_016782365.1																																																																					WP_048379466.1																	
N73.HOG0000023	OG0000000	n3603																																																																																																																												WP_173667404.1																																																																																																							WP_048379525.1																	
N73.HOG0000024	OG0000001	n9																																											WP_047276236.1																																																																																	WP_046809899.1																																		WP_016779951.1																																																																					WP_048377821.1																	
N73.HOG0000025	OG0000001	n492																																											WP_047282663.1																																																																																	WP_019826407.1																																		WP_016781130.1																																																																					WP_048380221.1																	
N73.HOG0000026	OG0000001	n516																																																																																																																																																														WP_139803916.1																																																																																						
N73.HOG0000027	OG0000001	n541																																																																																																																																																														WP_016779238.1																																																																																						
N73.HOG0000028	OG0000001	n696																																																																																																																																																																																																																																			WP_048383305.1																	
N73.HOG0000029	OG0000001	n800																																																																																																																												WP_048351931.1																																		WP_016780922.1																																																																					WP_048382034.1																	
N73.HOG0000030	OG0000001	n822																																											WP_047275597.1																																																																																																																																																																																																									
N73.HOG0000031	OG0000001	n987																																											WP_047282167.1																																																																																																																																																																																																									
N73.HOG0000032	OG0000001	n992																																																																																																																																																														WP_016781855.1																																																																																						
N73.HOG0000033	OG0000001	n1169																																																																																																																																																																																																																																			WP_048381929.1																	
N73.HOG0000034	OG0000001	n1190																																																																																																																												WP_048352558.1																																		WP_016782635.1																																																																																						
N73.HOG0000035	OG0000001	n1260																																											WP_047280598.1																																																																																	WP_019827399.1																																		WP_016781261.1																																																																					WP_048380249.1																	
N73.HOG0000036	OG0000001	n1323																																											WP_047274628.1																																																																																	WP_048352068.1																																		WP_016781272.1																																																																					WP_048380270.1																	
N73.HOG0000037	OG0000001	n1347																																																																																																																												WP_048351004.1																																																																																																																								
N73.HOG0000038	OG0000001	n1359																																																																																																																												WP_019826732.1																																		WP_016780269.1																																																																					WP_048382552.1																	
N73.HOG0000039	OG0000001	n1565																																											WP_047274386.1																																																																																	WP_046810600.1																																		WP_016781129.1																																																																					WP_048380219.1																	
N73.HOG0000040	OG0000001	n1601																																											WP_047282657.1																																																																																	WP_046810805.1																																		WP_016781115.1																																																																					WP_048380192.1																	
N73.HOG0000041	OG0000001	n1992																																											WP_047278089.1																																																																																	WP_048351765.1																																		WP_016782159.1																																																																					WP_048379162.1																	
N73.HOG0000042	OG0000001	n2055																																																																																																																												WP_048351002.1																																																																																																																								
N73.HOG0000043	OG0000001	n2063																																																																																																																												WP_048352074.1																																		WP_016781265.1																																																																					WP_048380257.1																	
N73.HOG0000044	OG0000001	n2245																																																																																																																												WP_048350893.1																																																																																																							WP_048384125.1																	
