HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1	GCF_000271365.1	GCF_000510305.1	GCF_002943995.1	GCF_002951475.1	GCF_004355125.1	GCF_004355145.1	GCF_013343435.1	GCF_013343475.1	GCF_013343535.1	GCF_022559545.1
N230.HOG0000000	OG0000000	n67															WP_005744145.1	WP_002553543.1																																WP_005733081.1																																																																																																																																																																																																				
N230.HOG0000001	OG0000000	n210															WP_044299887.1	WP_002553902.1																																																																																																																																																																																																																																				
N230.HOG0000002	OG0000000	n860															WP_005745204.1	WP_002553226.1																																WP_005731752.1																																																																																																																																																																																																				
N230.HOG0000003	OG0000000	n1001															WP_005744671.1	WP_002554526.1																																																																																																																																																																																																																																				
N230.HOG0000004	OG0000000	n1671															WP_005746377.1	WP_002551969.1																																WP_005733830.1																																																																																																																																																																																																				
N230.HOG0000005	OG0000000	n2126															WP_005744282.1	WP_002552771.1																																																																																																																																																																																																																																				
N230.HOG0000006	OG0000000	n2155															WP_183132721.1	WP_170947352.1																																WP_005733315.1																																																																																																																																																																																																				
N230.HOG0000007	OG0000000	n2392															WP_002552632.1	WP_002552632.1																																WP_002552632.1																																																																																																																																																																																																				
N230.HOG0000008	OG0000000	n2444															WP_044299207.1	WP_002553598.1																																WP_005733388.1																																																																																																																																																																																																				
N230.HOG0000009	OG0000000	n2569															WP_005744618.1	WP_002554229.1																																WP_057412994.1																																																																																																																																																																																																				
N230.HOG0000010	OG0000000	n2662															WP_005745120.1	WP_002553316.1																																WP_032701860.1																																																																																																																																																																																																				
N230.HOG0000011	OG0000000	n2767															WP_016980778.1	WP_002552547.1																																WP_031599786.1																																																																																																																																																																																																				
N230.HOG0000012	OG0000000	n3043															WP_005746892.1																																	WP_005731736.1																																																																																																																																																																																																				
N230.HOG0000013	OG0000000	n3297																WP_002553459.1																																WP_002553459.1																																																																																																																																																																																																				
N230.HOG0000014	OG0000000	n3430															WP_005743606.1	WP_002553679.1																																WP_005732833.1																																																																																																																																																																																																				
N230.HOG0000015	OG0000000	n3603															WP_005744155.1	WP_082301313.1																																WP_005734658.1																																																																																																																																																																																																				
N230.HOG0000016	OG0000000	n3645																WP_002555273.1																																																																																																																																																																																																																																				
N230.HOG0000017	OG0000001	n9															WP_003318510.1	WP_002552691.1																																WP_003318510.1																																																																																																																																																																																																				
N230.HOG0000018	OG0000001	n306															WP_005746583.1	WP_002554889.1																																WP_002554889.1																																																																																																																																																																																																				
N230.HOG0000019	OG0000001	n627															WP_005745101.1	WP_002555712.1																																																																																																																																																																																																																																				
N230.HOG0000020	OG0000001	n696															WP_004656170.1	WP_002552388.1																																WP_057412684.1																																																																																																																																																																																																				
N230.HOG0000021	OG0000001	n822															WP_005733527.1	WP_002553823.1																																WP_005733527.1																																																																																																																																																																																																				
N230.HOG0000022	OG0000001	n1085															WP_005744370.1	WP_002552877.1																																WP_005734444.1																																																																																																																																																																																																				
N230.HOG0000023	OG0000001	n1601																WP_002553650.1																																WP_005732811.1																																																																																																																																																																																																				
N230.HOG0000024	OG0000001	n1883															WP_005743691.1																																	WP_005732100.1																																																																																																																																																																																																				
N230.HOG0000025	OG0000001	n2033																WP_002554211.1																																WP_005733717.1																																																																																																																																																																																																				
N230.HOG0000026	OG0000001	n2186															WP_005746516.1	WP_002556158.1																																WP_005733983.1																																																																																																																																																																																																				
N230.HOG0000027	OG0000001	n2318															WP_044299350.1	WP_002554334.1																																WP_080395688.1																																																																																																																																																																																																				
N230.HOG0000028	OG0000001	n2378															WP_005744537.1	WP_002554349.1																																WP_122378336.1																																																																																																																																																																																																				
N230.HOG0000029	OG0000001	n2420																																																WP_010206175.1																																																																																																																																																																																																				
N230.HOG0000030	OG0000001	n2654															WP_005743287.1	WP_002552390.1																																WP_005735170.1																																																																																																																																																																																																				
N230.HOG0000031	OG0000001	n3099															WP_005746584.1	WP_002554890.1																																WP_005735098.1																																																																																																																																																																																																				
N230.HOG0000032	OG0000002	n145																WP_005731847.1																																WP_010207364.1																																																																																																																																																																																																				
N230.HOG0000033	OG0000002	n196															WP_002554866.1	WP_002554866.1																																WP_002554866.1																																																																																																																																																																																																				
N230.HOG0000034	OG0000002	n405															WP_003365366.1	WP_003365366.1																																WP_003365366.1																																																																																																																																																																																																				
N230.HOG0000035	OG0000002	n697															WP_005744249.1	WP_002553874.1																																WP_002553874.1																																																																																																																																																																																																				
N230.HOG0000036	OG0000002	n814															WP_004665212.1	WP_031597061.1																																WP_005733127.1																																																																																																																																																																																																				
N230.HOG0000037	OG0000002	n966															WP_005745036.1	WP_002555782.1																																WP_005730200.1																																																																																																																																																																																																				
N230.HOG0000038	OG0000002	n1301															WP_002554833.1	WP_002554833.1																																WP_002554833.1																																																																																																																																																																																																				
N230.HOG0000039	OG0000002	n1459															WP_002554439.1	WP_002554439.1																																WP_002554439.1																																																																																																																																																																																																				
N230.HOG0000040	OG0000002	n1756															WP_005743147.1	WP_002551603.1																																WP_146764735.1, WP_146764687.1																																																																																																																																																																																																				
N230.HOG0000041	OG0000002	n1947																WP_002556064.1																																																																																																																																																																																																																																				
N230.HOG0000042	OG0000002	n1950															WP_002553702.1	WP_002553702.1																																WP_005732850.1																																																																																																																																																																																																				
N230.HOG0000043	OG0000002	n2086															WP_004664959.1	WP_002553308.1																																WP_005734238.1																																																																																																																																																																																																				
N230.HOG0000044	OG0000002	n2210															WP_005744795.1	WP_002551554.1																																WP_003317352.1																																																																																																																																																																																																				
N230.HOG0000045	OG0000002	n2390															WP_005744129.1																																																																																																																																																																																																																																					
N230.HOG0000046	OG0000003	n55															WP_002551400.1	WP_002551400.1																																WP_002551400.1																																																																																																																																																																																																				
N230.HOG0000047	OG0000003	n643															WP_005745292.1	WP_002555155.1																																WP_005733010.1																																																																																																																																																																																																				
N230.HOG0000048	OG0000003	n721															WP_005743658.1	WP_002553729.1																																WP_010215266.1																																																																																																																																																																																																				
N230.HOG0000049	OG0000003	n811															WP_005745861.1	WP_002552361.1																																WP_005735193.1																																																																																																																																																																																																				
N230.HOG0000050	OG0000003	n992															WP_002556144.1	WP_002556144.1																																WP_002556144.1																																																																																																																																																																																																				
N230.HOG0000051	OG0000003	n1202															WP_002554762.1	WP_002554762.1																																WP_005732487.1																																																																																																																																																																																																				
N230.HOG0000052	OG0000003	n1533																WP_002553326.1																																WP_080544407.1																																																																																																																																																																																																				
N230.HOG0000053	OG0000003	n1541															WP_005744492.1																																	WP_080395874.1																																																																																																																																																																																																				
N230.HOG0000054	OG0000003	n1615															WP_005744219.1	WP_002553840.1																																																																																																																																																																																																																																				
N230.HOG0000055	OG0000003	n1738															WP_005745834.1																																	WP_010208633.1																																																																																																																																																																																																				
N230.HOG0000056	OG0000003	n1938															WP_005744706.1	WP_002554573.1																																																																																																																																																																																																																																				
N230.HOG0000057	OG0000004	n127																																																WP_010210552.1																																																																																																																																																																																																				
N230.HOG0000058	OG0000004	n254															WP_005743699.1																																																																																																																																																																																																																																					
N230.HOG0000059	OG0000004	n357															WP_046835004.1	WP_002552782.1																																																																																																																																																																																																																																				
N230.HOG0000060	OG0000004	n416																																																WP_146764729.1																																																																																																																																																																																																				
N230.HOG0000061	OG0000004	n635																																																WP_159420397.1																																																																																																																																																																																																				
N230.HOG0000062	OG0000004	n686															WP_046835005.1	WP_002552783.1																																																																																																																																																																																																																																				
N230.HOG0000063	OG0000004	n815															WP_046835019.1	WP_002552926.1																																																																																																																																																																																																																																				
N230.HOG0000064	OG0000004	n899															WP_080164697.1	WP_031594919.1																																																																																																																																																																																																																																				
N230.HOG0000065	OG0000004	n949																																																WP_146764739.1																																																																																																																																																																																																				
N230.HOG0000066	OG0000004	n988																																																WP_146764684.1																																																																																																																																																																																																				
N230.HOG0000067	OG0000004	n1406															WP_080164696.1	WP_031594918.1																																WP_146764749.1																																																																																																																																																																																																				
N230.HOG0000068	OG0000004	n1453															WP_080164698.1	WP_082301335.1																																WP_146764738.1																																																																																																																																																																																																				
N230.HOG0000069	OG0000004	n1490																																																WP_094189781.1																																																																																																																																																																																																				
N230.HOG0000070	OG0000004	n1583																																																WP_146764702.1																																																																																																																																																																																																				
N230.HOG0000071	OG0000004	n1618																																																WP_159420391.1																																																																																																																																																																																																				
N230.HOG0000072	OG0000004	n1622															WP_046835018.1	WP_031594924.1																																WP_146764757.1																																																																																																																																																																																																				
N230.HOG0000073	OG0000005	n107																WP_002553743.1																																WP_002553743.1																																																																																																																																																																																																				
N230.HOG0000074	OG0000005	n278																WP_002553502.1																																																																																																																																																																																																																																				
N230.HOG0000075	OG0000005	n469															WP_005746036.1	WP_005746036.1																																WP_005733191.1																																																																																																																																																																																																				
N230.HOG0000076	OG0000005	n1536															WP_005744073.1	WP_002555616.1																																WP_005735037.1																																																																																																																																																																																																				
N230.HOG0000077	OG0000006	n458																WP_002553469.1																																WP_010207348.1																																																																																																																																																																																																				
N230.HOG0000078	OG0000006	n534															WP_005745055.1	WP_002551471.1																																WP_005733626.1																																																																																																																																																																																																				
N230.HOG0000079	OG0000006	n985																																																WP_146764722.1																																																																																																																																																																																																				
N230.HOG0000080	OG0000006	n988															WP_005746514.1	WP_002556157.1																																WP_010206150.1																																																																																																																																																																																																				
N230.HOG0000081	OG0000006	n1104																																																WP_057412838.1																																																																																																																																																																																																				
N230.HOG0000082	OG0000006	n1184															WP_005746789.1	WP_031595227.1																																																																																																																																																																																																																																				
N230.HOG0000083	OG0000006	n1539															WP_005743758.1																																																																																																																																																																																																																																					
N230.HOG0000084	OG0000007	n4															WP_005746098.1	WP_002553006.1																																WP_005732442.1																																																																																																																																																																																																				
N230.HOG0000085	OG0000007	n245																																																WP_057413159.1																																																																																																																																																																																																				
N230.HOG0000086	OG0000007	n253															WP_005744916.1	WP_002555968.1																																WP_057412894.1																																																																																																																																																																																																				
N230.HOG0000087	OG0000007	n366															WP_005744061.1	WP_002555596.1																																WP_004663386.1																																																																																																																																																																																																				
N230.HOG0000088	OG0000007	n622															WP_005780114.1	WP_002553928.1																																																																																																																																																																																																																																				
N230.HOG0000089	OG0000007	n961															WP_080164742.1	WP_044423732.1																																WP_080437712.1																																																																																																																																																																																																				
N230.HOG0000090	OG0000007	n995															WP_005780873.1	WP_002555169.1																																WP_002555169.1																																																																																																																																																																																																				
N230.HOG0000091	OG0000007	n1067																WP_002553327.1																																																																																																																																																																																																																																				
N230.HOG0000092	OG0000007	n1129															WP_005744511.1	WP_002554166.1																																WP_005734724.1																																																																																																																																																																																																				
N230.HOG0000093	OG0000007	n1191															WP_044299803.1	WP_044423825.1																																																																																																																																																																																																																																				
N230.HOG0000094	OG0000007	n1252															WP_227024908.1	WP_002553375.1																																																																																																																																																																																																																																				
N230.HOG0000095	OG0000007	n1312															WP_005746479.1	WP_002552095.1																																WP_057413213.1																																																																																																																																																																																																				
N230.HOG0000096	OG0000007	n1415															WP_005744513.1	WP_002554169.1																																WP_057413061.1																																																																																																																																																																																																				
N230.HOG0000097	OG0000008	n254															WP_002554443.1	WP_002554443.1																																WP_002554443.1																																																																																																																																																																																																				
