HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1	GCF_000271365.1	GCF_000510305.1	GCF_002943995.1	GCF_002951475.1	GCF_004355125.1	GCF_004355145.1	GCF_013343435.1	GCF_013343475.1	GCF_013343535.1	GCF_022559545.1
N147.HOG0000000	OG0000000	n67																		WP_013694183.1																											WP_053125026.1				WP_055126940.1	WP_013694183.1																	WP_024777559.1																								WP_116833405.1																							WP_003205387.1																WP_176689165.1																		WP_079302589.1																												WP_217861283.1														WP_100264014.1																																																						
N147.HOG0000001	OG0000000	n210																		WP_003204995.1																											WP_053124579.1				WP_082432470.1	WP_003204995.1																	WP_033034675.1																								WP_116833319.1																							WP_003204995.1																																		WP_186650389.1																												WP_217861380.1														WP_003204995.1																																																						
N147.HOG0000002	OG0000000	n431																																																																			WP_024777851.1																																																																																																																																																																																	
N147.HOG0000003	OG0000000	n437																		WP_003196472.1																															WP_047700128.1	WP_003196472.1																	WP_024780369.1																																															WP_003196472.1																																		WP_095963405.1																												WP_217860878.1														WP_003196472.1																																																						
N147.HOG0000004	OG0000000	n726																																													WP_053121807.1				WP_055128221.1																		WP_055135402.1																																																																																																													WP_198797811.1																																																																				
N147.HOG0000005	OG0000000	n772																																																	WP_047701715.1																		WP_055136222.1																																																																																																																																																																																	
N147.HOG0000006	OG0000000	n810																																																	WP_055127698.1																																																																																																																																																																																																			
N147.HOG0000007	OG0000000	n833																																																	WP_047702150.1																																																																																																																																																																																																			
N147.HOG0000008	OG0000000	n860																		WP_003201547.1																											WP_053122375.1				WP_055129284.1	WP_003201547.1																																									WP_116832287.1																							WP_003201547.1																WP_109756103.1																		WP_095962494.1																												WP_217859446.1														WP_003201547.1																																																						
N147.HOG0000009	OG0000000	n977																		WP_013693186.1																											WP_053122536.1					WP_003201254.1																																									WP_116832051.1																							WP_003201254.1																WP_176688136.1																		WP_041475961.1																																																																																																
N147.HOG0000010	OG0000000	n1001																		WP_013693714.1																											WP_053123226.1				WP_047700691.1	WP_013693714.1																	WP_055135449.1																								WP_116832853.1																							WP_003203398.1																WP_176689464.1																		WP_079302265.1																												WP_217859906.1														WP_013693714.1																																																						
N147.HOG0000011	OG0000000	n1299																																																																																											WP_116834206.1																																							WP_176688221.1																																																																																																																		
N147.HOG0000012	OG0000000	n1363																																																																																																																																		WP_176687823.1																																																																																																																		
N147.HOG0000013	OG0000000	n1373																		WP_013694007.1																											WP_053123862.1					WP_013694007.1																																									WP_116833159.1																							WP_003204310.1																WP_163857448.1																		WP_079304867.1																																										WP_053163090.1																																																						
N147.HOG0000014	OG0000000	n1539																																																																																																																																		WP_163858105.1																		WP_186650970.1																																																																																																
N147.HOG0000015	OG0000000	n1577																		WP_013693655.1																											WP_053121795.1					WP_060613965.1																																									WP_116832072.1																							WP_003203140.1																WP_025569634.1																		WP_186649924.1																												WP_030141748.1														WP_013693655.1																																																						
N147.HOG0000016	OG0000000	n1671																		WP_003197551.1																											WP_053118211.1				WP_047698406.1	WP_003197551.1																	WP_024781092.1																								WP_116834107.1																							WP_003197551.1																WP_176688680.1																		WP_079302023.1																												WP_217861211.1														WP_100264384.1																																																						
N147.HOG0000017	OG0000000	n1920																		WP_003201098.1																																WP_060613801.1																																									WP_116832611.1																							WP_003201098.1																WP_176687687.1																		WP_186650777.1																																										WP_003201098.1																																																						
N147.HOG0000018	OG0000000	n1980																		WP_003201095.1																																WP_014338514.1																																									WP_116832612.1																							WP_003201095.1																WP_163858328.1																		WP_014338514.1																																										WP_003201095.1																																																						
N147.HOG0000019	OG0000000	n2017																		WP_003207055.1																											WP_053126786.1				WP_047703908.1	WP_003207055.1																	WP_024777809.1																								WP_109752813.1																							WP_003207055.1																WP_176688879.1																		WP_046063362.1																												WP_217860701.1														WP_003207055.1																																																						
N147.HOG0000020	OG0000000	n2155																		WP_013692389.1																											WP_053118880.1				WP_047701994.1	WP_003198274.1																	WP_024779033.1																								WP_109756627.1																							WP_003198274.1																WP_109756627.1																		WP_014336804.1																												WP_030139472.1														WP_003198274.1																																																						
N147.HOG0000021	OG0000000	n2444																																																	WP_055127952.1																																																																																																																															WP_030141551.1																																																																				
N147.HOG0000022	OG0000000	n2552																		WP_013693793.1																																WP_013693793.1																																									WP_116832946.1																							WP_003203691.1																WP_116832946.1																																																												WP_013693793.1																																																						
N147.HOG0000023	OG0000000	n2569																		WP_013693675.1																											WP_053121183.1				WP_055126794.1	WP_060613970.1																	WP_024779245.1																								WP_116832818.1																							WP_003203208.1																WP_109755498.1																		WP_003203208.1																																										WP_100264068.1																																																						
N147.HOG0000024	OG0000000	n2628																																																																																																																																																																																WP_207962425.1																																																																				
N147.HOG0000025	OG0000000	n2757																																													WP_231987693.1																																																																																																							WP_079303389.1																																																																																																
N147.HOG0000026	OG0000000	n2874																		WP_013693517.1																											WP_053119605.1				WP_055134396.1	WP_003202536.1																	WP_024777727.1																								WP_116832240.1																							WP_013693517.1																WP_109756167.1																		WP_095961923.1																												WP_217859521.1														WP_013693517.1																																																						
