HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1	GCF_000271365.1	GCF_000510305.1	GCF_002943995.1	GCF_002951475.1	GCF_004355125.1	GCF_004355145.1	GCF_013343435.1	GCF_013343475.1	GCF_013343535.1	GCF_022559545.1
N8.HOG0000000	OG0000000	n197																													WP_005277723.1																																					WP_065344223.1																																																																																																																																																																																		
N8.HOG0000001	OG0000000	n520																													WP_005271838.1																																					WP_016543140.1																																																																																																																																																																																		
N8.HOG0000002	OG0000000	n827																																																																		WP_065343447.1																																																																																																																																																																																		
N8.HOG0000003	OG0000000	n1140																													WP_005240468.1																																																																																																																																																																																																																							
N8.HOG0000004	OG0000000	n1368																													WP_016651961.1																																					WP_065342496.1																																																																																																																																																																																		
N8.HOG0000005	OG0000000	n1671																													WP_016651259.1																																					WP_065343085.1																																																																																																																																																																																		
N8.HOG0000006	OG0000000	n2424																													WP_016652124.1																																					WP_005217117.1																																																																																																																																																																																		
N8.HOG0000007	OG0000000	n2650																													WP_016653111.1																																					WP_016543074.1																																																																																																																																																																																		
N8.HOG0000008	OG0000000	n2757																													WP_016651861.1																																					WP_065342981.1																																																																																																																																																																																		
N8.HOG0000009	OG0000000	n2871																																																																		WP_065341911.1																																																																																																																																																																																		
N8.HOG0000010	OG0000000	n3594																													WP_016652788.1																																					WP_016541851.1																																																																																																																																																																																		
N8.HOG0000011	OG0000000	n3645																													WP_016651405.1																																					WP_065343188.1																																																																																																																																																																																		
N8.HOG0000012	OG0000001	n9																													WP_005239296.1																																					WP_004655274.1																																																																																																																																																																																		
N8.HOG0000013	OG0000001	n461																													WP_016652771.1																																					WP_065342549.1																																																																																																																																																																																		
N8.HOG0000014	OG0000001	n509																																																																		WP_016541075.1																																																																																																																																																																																		
N8.HOG0000015	OG0000001	n685																													WP_016651054.1																																					WP_065343744.1																																																																																																																																																																																		
N8.HOG0000016	OG0000001	n696																													WP_005228682.1																																																																																																																																																																																																																							
N8.HOG0000017	OG0000001	n1190																																																																		WP_065343081.1																																																																																																																																																																																		
N8.HOG0000018	OG0000001	n1260																																																																		WP_023269933.1																																																																																																																																																																																		
N8.HOG0000019	OG0000001	n1581																																																																		WP_065344100.1																																																																																																																																																																																		
N8.HOG0000020	OG0000001	n2049																																																																		WP_065341920.1																																																																																																																																																																																		
N8.HOG0000021	OG0000001	n2452																																																																		WP_065342897.1																																																																																																																																																																																		
N8.HOG0000022	OG0000001	n2690																																																																		WP_065342603.1																																																																																																																																																																																		
N8.HOG0000023	OG0000001	n2749																																																																		WP_065341912.1																																																																																																																																																																																		
N8.HOG0000024	OG0000001	n3014																																																																		WP_065342856.1																																																																																																																																																																																		
N8.HOG0000025	OG0000001	n3045																													WP_016652424.1																																					WP_065341896.1																																																																																																																																																																																		
N8.HOG0000026	OG0000002	n1																													WP_171068362.1																																					WP_171068260.1																																																																																																																																																																																		
N8.HOG0000027	OG0000002	n2366																													WP_016652721.1																																					WP_016541003.1																																																																																																																																																																																		
N8.HOG0000028	OG0000003	n456																													WP_016651317.1																																					WP_016542619.1																																																																																																																																																																																		
N8.HOG0000029	OG0000003	n520																																																																		WP_081408977.1																																																																																																																																																																																		
N8.HOG0000030	OG0000003	n674																													WP_016651349.1																																					WP_065343160.1																																																																																																																																																																																		
N8.HOG0000031	OG0000003	n1411																													WP_016652438.1																																					WP_016540173.1																																																																																																																																																																																		
N8.HOG0000032	OG0000003	n1912																													WP_016651756.1																																					WP_065343037.1																																																																																																																																																																																		
N8.HOG0000033	OG0000003	n1938																													WP_016652955.1																																																																																																																																																																																																																							
N8.HOG0000034	OG0000005	n33																																																																		WP_016540125.1																																																																																																																																																																																		
N8.HOG0000035	OG0000005	n105																																																																		WP_016541815.1																																																																																																																																																																																		
N8.HOG0000036	OG0000005	n1329																																																																		WP_171068267.1																																																																																																																																																																																		
N8.HOG0000037	OG0000006	n6																													WP_016652758.1																																					WP_065342541.1																																																																																																																																																																																		
N8.HOG0000038	OG0000009	n3																																																																		WP_065343158.1																																																																																																																																																																																		
N8.HOG0000039	OG0000009	n125																													WP_016652743.1																																					WP_065342515.1																																																																																																																																																																																		
N8.HOG0000040	OG0000009	n128																													WP_005275786.1																																					WP_016542710.1																																																																																																																																																																																		
N8.HOG0000041	OG0000009	n132																																																																		WP_016541480.1																																																																																																																																																																																		
N8.HOG0000042	OG0000009	n607																																																																		WP_023270062.1																																																																																																																																																																																		
N8.HOG0000043	OG0000009	n690																													WP_005242790.1																																					WP_065342472.1																																																																																																																																																																																		
N8.HOG0000044	OG0000009	n694																																																																		WP_065344134.1																																																																																																																																																																																		
N8.HOG0000045	OG0000009	n700																													WP_016651886.1																																					WP_016543121.1																																																																																																																																																																																		
N8.HOG0000046	OG0000009	n762																													WP_005274507.1																																					WP_065342263.1																																																																																																																																																																																		
N8.HOG0000047	OG0000009	n1105																													WP_016652554.1																																					WP_065343810.1																																																																																																																																																																																		
N8.HOG0000048	OG0000009	n1108																													WP_016651694.1																																					WP_065343370.1																																																																																																																																																																																		
N8.HOG0000049	OG0000009	n1113																													WP_081402443.1																																					WP_016542000.1																																																																																																																																																																																		
