HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1
N184.HOG0000000	OG0000000	n97																																																WP_005733830.1																																												WP_011167645.1																																																																																																																																														
N184.HOG0000001	OG0000000	n540																																																																																												WP_011168190.1																																																																																																																																														
N184.HOG0000002	OG0000000	n631																																																WP_005733081.1																																												WP_004667677.1																																																																																																																																														
N184.HOG0000003	OG0000000	n774																																																																																												WP_011168891.1																																																																																																																																														
N184.HOG0000004	OG0000000	n1420																																																WP_005731752.1																																												WP_004667541.1																																																																																																																																														
N184.HOG0000005	OG0000000	n1544																																																																																												WP_011169202.1																																																																																																																																														
N184.HOG0000006	OG0000000	n2026																																																WP_002552632.1																																												WP_011168113.1																																																																																																																																														
N184.HOG0000007	OG0000000	n2078																																																WP_005733388.1																																												WP_004665017.1																																																																																																																																														
N184.HOG0000008	OG0000000	n2203																																																WP_057412994.1																																																																																																																																																																																										
N184.HOG0000009	OG0000000	n2284																																																WP_032701860.1																																												WP_011168482.1																																																																																																																																														
N184.HOG0000010	OG0000000	n2334																																																WP_005733315.1																																												WP_178114229.1																																																																																																																																														
N184.HOG0000011	OG0000000	n2663																																																WP_031599786.1																																												WP_011168080.1																																																																																																																																														
N184.HOG0000012	OG0000000	n2894																																																WP_005731736.1																																												WP_230383530.1, WP_054072837.1																																																																																																																																														
N184.HOG0000013	OG0000000	n3133																																																WP_002553459.1																																												WP_011168581.1																																																																																																																																														
N184.HOG0000014	OG0000000	n3259																																																WP_005732833.1																																												WP_011168693.1																																																																																																																																														
N184.HOG0000015	OG0000000	n3539																																																WP_005734658.1																																																																																																																																																																																										
N184.HOG0000016	OG0000001	n92																																																WP_003318510.1																																												WP_003318510.1																																																																																																																																														
N184.HOG0000017	OG0000001	n411																																																WP_002554889.1																																												WP_116867668.1																																																																																																																																														
N184.HOG0000018	OG0000001	n738																																																WP_005735170.1																																												WP_011167983.1																																																																																																																																														
N184.HOG0000019	OG0000001	n826																																																WP_122378336.1																																												WP_234829558.1, WP_116819115.1																																																																																																																																														
N184.HOG0000020	OG0000001	n1144																																																WP_005735098.1																																												WP_004664064.1																																																																																																																																														
N184.HOG0000021	OG0000001	n1321																																																WP_005733983.1																																												WP_011167801.1																																																																																																																																														
N184.HOG0000022	OG0000001	n1557																																																																																												WP_050772275.1																																																																																																																																														
N184.HOG0000023	OG0000001	n1568																																																WP_080395688.1																																												WP_011169104.1																																																																																																																																														
N184.HOG0000024	OG0000001	n1611																																																WP_010206175.1																																																																																																																																																																																										
N184.HOG0000025	OG0000001	n1850																																																WP_005733717.1																																																																																																																																																																																										
N184.HOG0000026	OG0000001	n2008																																																WP_057412684.1																																												WP_004656170.1																																																																																																																																														
N184.HOG0000027	OG0000001	n2141																																																WP_005733527.1																																												WP_011168842.1																																																																																																																																														
N184.HOG0000028	OG0000001	n2270																																																WP_005734444.1																																												WP_011168244.1																																																																																																																																														
N184.HOG0000029	OG0000001	n2870																																																WP_005732100.1																																												WP_004662162.1																																																																																																																																														
N184.HOG0000030	OG0000001	n2968																																																WP_005732811.1																																																																																																																																																																																										
N184.HOG0000031	OG0000002	n134																																																WP_002554866.1																																												WP_004658197.1																																																																																																																																														
N184.HOG0000032	OG0000002	n337																																																WP_010207364.1																																												WP_005731847.1																																																																																																																																														
N184.HOG0000033	OG0000002	n393																																																WP_003365366.1																																												WP_003365366.1																																																																																																																																														
N184.HOG0000034	OG0000002	n666																																																WP_002553874.1																																												WP_004658077.1																																																																																																																																														
N184.HOG0000035	OG0000002	n812																																																WP_005733127.1																																												WP_011168518.1																																																																																																																																														
N184.HOG0000036	OG0000002	n909																																																WP_146764735.1, WP_146764687.1																																												WP_116834396.1																																																																																																																																														
N184.HOG0000037	OG0000002	n1114																																																WP_005730200.1																																												WP_011169804.1																																																																																																																																														
N184.HOG0000038	OG0000002	n1413																																																WP_002554833.1																																												WP_004657473.1																																																																																																																																														
N184.HOG0000039	OG0000002	n1591																																																WP_002554439.1																																												WP_002554439.1																																																																																																																																														
N184.HOG0000040	OG0000002	n1882																																																WP_005732850.1																																																																																																																																																																																										
N184.HOG0000041	OG0000002	n2018																																																WP_005734238.1																																												WP_011168470.1																																																																																																																																														
N184.HOG0000042	OG0000002	n2134																																																WP_003317352.1																																												WP_011167420.1																																																																																																																																														
N184.HOG0000043	OG0000003	n54																																																WP_010215266.1																																												WP_004662108.1																																																																																																																																														
N184.HOG0000044	OG0000003	n136																																																WP_005735193.1																																												WP_041924469.1																																																																																																																																														
N184.HOG0000045	OG0000003	n461																																																WP_002551400.1																																												WP_002551400.1																																																																																																																																														
N184.HOG0000046	OG0000003	n890																																																WP_005732487.1																																												WP_002554762.1																																																																																																																																														
N184.HOG0000047	OG0000003	n1206																																																WP_080544407.1																																																																																																																																																																																										
N184.HOG0000048	OG0000003	n1214																																																WP_080395874.1																																												WP_011169024.1																																																																																																																																														
N184.HOG0000049	OG0000003	n1297																																																																																												WP_004660547.1																																																																																																																																														
N184.HOG0000050	OG0000003	n1488																																																WP_010208633.1																																																																																																																																																																																										
N184.HOG0000051	OG0000003	n1663																																																																																												WP_004657283.1																																																																																																																																														
N184.HOG0000052	OG0000004	n45																																																WP_146764684.1																																												WP_234829606.1																																																																																																																																														
N184.HOG0000053	OG0000004	n145																																																WP_146764739.1																																												WP_230851296.1																																																																																																																																														
N184.HOG0000054	OG0000004	n179																																																																																												WP_041924503.1																																																																																																																																														
N184.HOG0000055	OG0000004	n451																																																																																												WP_234827423.1																																																																																																																																														
N184.HOG0000056	OG0000004	n518																																																																																												WP_116867637.1																																																																																																																																														
N184.HOG0000057	OG0000004	n567																																																																																												WP_147462937.1																																																																																																																																														
N184.HOG0000058	OG0000004	n746																																																WP_010210552.1																																																																																																																																																																																										
N184.HOG0000059	OG0000004	n946																																																																																												WP_116867600.1																																																																																																																																														
N184.HOG0000060	OG0000004	n1026																																																WP_159420397.1																																																																																																																																																																																										
N184.HOG0000061	OG0000004	n1049																																																WP_146764729.1																																																																																																																																																																																										
N184.HOG0000062	OG0000004	n1081																																																																																												WP_011168852.1																																																																																																																																														
N184.HOG0000063	OG0000004	n1119																																																																																												WP_116818329.1																																																																																																																																														
N184.HOG0000064	OG0000004	n1260																																																																																												WP_162887280.1																																																																																																																																														
N184.HOG0000065	OG0000004	n1317																																																WP_094189781.1																																																																																																																																																																																										
N184.HOG0000066	OG0000004	n1319																																																WP_146764749.1																																												WP_116867674.1																																																																																																																																														
N184.HOG0000067	OG0000004	n1366																																																																																												WP_234829601.1																																																																																																																																														
N184.HOG0000068	OG0000004	n1368																																																WP_146764738.1																																												WP_162892193.1																																																																																																																																														
N184.HOG0000069	OG0000004	n1425																																																WP_146764702.1																																																																																																																																																																																										
N184.HOG0000070	OG0000004	n1458																																																WP_159420391.1																																																																																																																																																																																										
N184.HOG0000071	OG0000004	n1462																																																WP_146764757.1																																																																																																																																																																																										
N184.HOG0000072	OG0000004	n1649																																																																																												WP_234829607.1																																																																																																																																														
N184.HOG0000073	OG0000004	n1650																																																																																												WP_147461749.1																																																																																																																																														
N184.HOG0000074	OG0000005	n220																																																WP_002553743.1																																												WP_116818603.1																																																																																																																																														
N184.HOG0000075	OG0000005	n449																																																WP_005733191.1																																												WP_004658339.1																																																																																																																																														
N184.HOG0000076	OG0000005	n1434																																																WP_005735037.1																																												WP_002555616.1																																																																																																																																														
N184.HOG0000077	OG0000006	n425																																																WP_010207348.1																																												WP_011168588.1																																																																																																																																														
N184.HOG0000078	OG0000006	n501																																																WP_005733626.1																																												WP_004655056.1																																																																																																																																														
N184.HOG0000079	OG0000006	n929																																																WP_146764722.1																																																																																																																																																																																										
N184.HOG0000080	OG0000006	n932																																																WP_010206150.1																																												WP_011167800.1																																																																																																																																														
N184.HOG0000081	OG0000006	n1048																																																WP_057412838.1																																																																																																																																																																																										
N184.HOG0000082	OG0000006	n1128																																																																																												WP_004665143.1																																																																																																																																														
N184.HOG0000083	OG0000007	n21																																																WP_004663386.1																																												WP_004663386.1																																																																																																																																														
N184.HOG0000084	OG0000007	n276																																																																																												WP_054072976.1																																																																																																																																														
N184.HOG0000085	OG0000007	n595																																																WP_080437712.1																																												WP_234829564.1																																																																																																																																														
N184.HOG0000086	OG0000007	n629																																																WP_002555169.1																																												WP_005780873.1																																																																																																																																														
N184.HOG0000087	OG0000007	n763																																																WP_005734724.1																																												WP_005744511.1																																																																																																																																														
N184.HOG0000088	OG0000007	n825																																																																																												WP_050772252.1																																																																																																																																														
N184.HOG0000089	OG0000007	n886																																																																																												WP_116867609.1																																																																																																																																														
N184.HOG0000090	OG0000007	n1011																																																																																												WP_011169864.1																																																																																																																																														
N184.HOG0000091	OG0000007	n1052																																																WP_005732442.1																																												WP_004664740.1																																																																																																																																														
N184.HOG0000092	OG0000007	n1290																																																WP_057413159.1																																																																																																																																																																																										
N184.HOG0000093	OG0000007	n1298																																																WP_057412894.1																																												WP_011169924.1																																																																																																																																														
N184.HOG0000094	OG0000007	n1348																																																WP_057413213.1																																												WP_011167777.1																																																																																																																																														
N184.HOG0000095	OG0000007	n1450																																																WP_057413061.1																																												WP_004657015.1																																																																																																																																														
N184.HOG0000096	OG0000008	n44																																																WP_005732849.1																																												WP_011168709.1																																																																																																																																														
N184.HOG0000097	OG0000008	n262																																																WP_004666535.1																																												WP_004666535.1																																																																																																																																														
N184.HOG0000098	OG0000008	n438																																																WP_005734239.1																																												WP_011168471.1																																																																																																																																														
N184.HOG0000099	OG0000008	n506																																																WP_003383635.1																																												WP_004667560.1																																																																																																																																														
N184.HOG0000100	OG0000008	n739																																																WP_004665521.1																																												WP_004665521.1																																																																																																																																														
N184.HOG0000101	OG0000008	n853																																																WP_002551555.1																																												WP_032704319.1																																																																																																																																														
N184.HOG0000102	OG0000008	n1128																																																WP_002551604.1																																												WP_004666511.1																																																																																																																																														
N184.HOG0000103	OG0000009	n1																																																WP_002554002.1																																												WP_011168959.1																																																																																																																																														
N184.HOG0000104	OG0000009	n207																																																WP_057413260.1																																																																																																																																																																																										
N184.HOG0000105	OG0000009	n231																																																																																												WP_002552288.1																																																																																																																																														
N184.HOG0000106	OG0000009	n483																																																WP_002554837.1																																												WP_002554837.1																																																																																																																																														
N184.HOG0000107	OG0000009	n682																																																																																												WP_002553156.1																																																																																																																																														
N184.HOG0000108	OG0000009	n865																																																WP_080544372.1																																												WP_032704264.1																																																																																																																																														
N184.HOG0000109	OG0000010	n286																																																WP_005730201.1																																												WP_004663235.1																																																																																																																																														
N184.HOG0000110	OG0000010	n717																																																WP_004663273.1																																												WP_004663273.1																																																																																																																																														
N184.HOG0000111	OG0000010	n1055																																																WP_005731361.1																																												WP_004659696.1																																																																																																																																														
N184.HOG0000112	OG0000011	n4																																																WP_005733630.1																																												WP_004663257.1																																																																																																																																														
N184.HOG0000113	OG0000011	n291																																																WP_005732857.1																																												WP_054073025.1																																																																																																																																														
N184.HOG0000114	OG0000011	n625																																																																																												WP_162887324.1																																																																																																																																														
N184.HOG0000115	OG0000011	n1063																																																																																												WP_116818364.1																																																																																																																																														
N184.HOG0000116	OG0000012	n18																																																																																												WP_011169879.1																																																																																																																																														
N184.HOG0000117	OG0000012	n600																																																WP_005732173.1																																												WP_011169553.1																																																																																																																																														
N184.HOG0000118	OG0000012	n743																																																WP_146764773.1																																																																																																																																																																																										
N184.HOG0000119	OG0000012	n776																																																WP_057412750.1																																												WP_011168434.1																																																																																																																																														
N184.HOG0000120	OG0000013	n43																																																WP_005733396.1																																												WP_011168657.1																																																																																																																																														
N184.HOG0000121	OG0000013	n166																																																WP_005733790.1																																												WP_004667776.1																																																																																																																																														
N184.HOG0000122	OG0000013	n786																																																WP_010211356.1																																												WP_011169063.1																																																																																																																																														
N184.HOG0000123	OG0000013	n905																																																WP_005735035.1																																												WP_004654813.1																																																																																																																																														
N184.HOG0000124	OG0000014	n289																																																																																												WP_011167804.1																																																																																																																																														
N184.HOG0000125	OG0000014	n303																																																																																												WP_116819037.1																																																																																																																																														
N184.HOG0000126	OG0000014	n423																																																WP_159420393.1																																																																																																																																																																																										
N184.HOG0000127	OG0000014	n514																																																WP_005733781.1																																												WP_011169132.1																																																																																																																																														
N184.HOG0000128	OG0000014	n560																																																																																												WP_011168186.1																																																																																																																																														
N184.HOG0000129	OG0000014	n638																																																WP_057412906.1																																												WP_011168021.1																																																																																																																																														
N184.HOG0000130	OG0000014	n728																																																WP_005731809.1																																												WP_011168461.1																																																																																																																																														
N184.HOG0000131	OG0000014	n789																																																WP_010206443.1																																												WP_004662206.1																																																																																																																																														
N184.HOG0000132	OG0000014	n861																																																WP_010205254.1																																																																																																																																																																																										
N184.HOG0000133	OG0000014	n1044																																																WP_005735166.1																																												WP_230383600.1																																																																																																																																														
N184.HOG0000134	OG0000014	n1145																																																WP_080544377.1																																												WP_011169379.1																																																																																																																																														
N184.HOG0000135	OG0000015	n192																																																WP_005733778.1																																												WP_011169134.1																																																																																																																																														
N184.HOG0000136	OG0000015	n391																																																																																												WP_011168877.1																																																																																																																																														
N184.HOG0000137	OG0000015	n546																																																																																												WP_205418991.1																																																																																																																																														
