HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1	GCF_000271365.1	GCF_000510305.1	GCF_002943995.1	GCF_002951475.1	GCF_004355125.1	GCF_004355145.1	GCF_013343435.1	GCF_013343475.1	GCF_013343535.1	GCF_022559545.1
N175.HOG0000000	OG0000000	n19																																																																																																																																																																																																																					WP_076950319.1																															
N175.HOG0000001	OG0000000	n67																																																																																																																																																																																																											WP_243353525.1										WP_076950329.1																															
N175.HOG0000002	OG0000000	n210																																																																					WP_057009528.1																																																																																																																																						WP_191951404.1										WP_076950246.1																															
N175.HOG0000003	OG0000000	n464																																																																																																																																																																																																																					WP_076950457.1																															
N175.HOG0000004	OG0000000	n1001																																																																					WP_057009391.1																																																																																																																																						WP_243352380.1										WP_076952556.1																															
N175.HOG0000005	OG0000000	n1299																																																																					WP_057009400.1																																																																																																																																						WP_191953482.1										WP_076955053.1																															
N175.HOG0000006	OG0000000	n1373																																																																																																																																																																																																											WP_181285589.1										WP_076954804.1																															
N175.HOG0000007	OG0000000	n1512																																																																					WP_057007472.1																																																																																																																																						WP_191953436.1										WP_076954393.1																															
N175.HOG0000008	OG0000000	n1552																																																																																																																																																																																																											WP_243352182.1																																									
N175.HOG0000009	OG0000000	n1577																																																																																																																																																																																																											WP_243353797.1																																									
N175.HOG0000010	OG0000000	n1671																																																																					WP_057007345.1																																																																																																																																						WP_243352827.1										WP_076949962.1																															
N175.HOG0000011	OG0000000	n1920																																																																																																																																																																																																											WP_191951986.1																																									
N175.HOG0000012	OG0000000	n1976																																																																																																																																																																																																											WP_191951987.1																																									
N175.HOG0000013	OG0000000	n2126																																																																																																																																																																																																											WP_003173935.1																																									
N175.HOG0000014	OG0000000	n2155																																																																					WP_003231197.1																																																																																																																																						WP_181283453.1										WP_076950038.1																															
N175.HOG0000015	OG0000000	n2425																																																																					WP_057008815.1																																																																																																																																																																															
N175.HOG0000016	OG0000000	n2569																																																																																																																																																																																																																					WP_076953632.1																															
N175.HOG0000017	OG0000000	n2731																																																																																																																																																																																																											WP_181283259.1																																									
N175.HOG0000018	OG0000000	n3048																																																																																																																																																																																																																					WP_076950648.1																															
N175.HOG0000019	OG0000000	n3050																																																																																																																																																																																																																					WP_076950889.1																															
N175.HOG0000020	OG0000000	n3271																																																																																																																																																																																																																					WP_076954779.1																															
N175.HOG0000021	OG0000000	n3432																																																																																																																																																																																																											WP_191955367.1										WP_076953877.1																															
N175.HOG0000022	OG0000000	n3543																																																																																																																																																																																																																					WP_076951577.1																															
N175.HOG0000023	OG0000000	n3599																																																																																																																																																																																																											WP_243352181.1																																									
N175.HOG0000024	OG0000000	n3603																																																																																																																																																																																																																					WP_076954446.1																															
N175.HOG0000025	OG0000000	n3645																																																																					WP_057007093.1																																																																																																																																						WP_243352728.1										WP_076949663.1																															
N175.HOG0000026	OG0000001	n9																																																																					WP_057010089.1																																																																																																																																						WP_057721118.1										WP_076949581.1																															
N175.HOG0000027	OG0000001	n384																																																																					WP_057006727.1																																																																																																																																						WP_181284703.1										WP_076951342.1																															
N175.HOG0000028	OG0000001	n461																																																																																																																																																																																																											WP_243353870.1																																									
N175.HOG0000029	OG0000001	n541																																																																																																																																																																																																											WP_191951820.1										WP_076952511.1																															
N175.HOG0000030	OG0000001	n563																																																																																																																																																																																																											WP_124432362.1										WP_076950713.1																															
N175.HOG0000031	OG0000001	n600																																																																																																																																																																																																											WP_181285939.1										WP_076955043.1																															
N175.HOG0000032	OG0000001	n794																																																																																																																																																																																																																					WP_076954052.1																															
N175.HOG0000033	OG0000001	n822																																																																					WP_057008949.1																																																																																																																																						WP_181282605.1										WP_076954709.1																															
N175.HOG0000034	OG0000001	n947																																																																																																																																																																																																																					WP_076954780.1																															
N175.HOG0000035	OG0000001	n992																																																																																																																																																																																																											WP_181284607.1										WP_076949531.1																															
N175.HOG0000036	OG0000001	n1190																																																																																																																																																																																																																					WP_076951576.1																															
N175.HOG0000037	OG0000001	n1359																																																																					WP_057008310.1																																																																																																																																						WP_243353576.1										WP_076954812.1																															
N175.HOG0000038	OG0000001	n1601																																																																					WP_057009277.1																																																																																																																																						WP_191956822.1										WP_076954591.1																															
N175.HOG0000039	OG0000001	n1847																																																																																																																																																																																																											WP_279308387.1										WP_076950712.1																															
N175.HOG0000040	OG0000001	n1883																																																																																																																																																																																																																					WP_076954378.1																															
N175.HOG0000041	OG0000001	n2001																																																																																																																																																																																																																					WP_076953979.1																															
N175.HOG0000042	OG0000001	n2141																																																																																																																																																																																																																					WP_076954006.1																															
N175.HOG0000043	OG0000001	n2245																																																																					WP_057010108.1																																																																																																																																						WP_181285472.1										WP_076949563.1																															
N175.HOG0000044	OG0000001	n2399																																																																																																																																																																																																																					WP_076950923.1																															
N175.HOG0000045	OG0000001	n2494																																																																					WP_057007929.1																																																																																																																																																																															
N175.HOG0000046	OG0000001	n2638																																																																					WP_057008824.1																																																																																																																																																																															
N175.HOG0000047	OG0000001	n2854																																																																																																																																																																																																											WP_243352214.1																																									
N175.HOG0000048	OG0000001	n3045																																																																					WP_057008274.1																																																																																																																																																																															
N175.HOG0000049	OG0000001	n3141																																																																					WP_057006728.1																																																																																																																																						WP_243353385.1										WP_076951341.1																															
N175.HOG0000050	OG0000001	n3187																																																																																																																																																																																																																					WP_076954005.1																															
N175.HOG0000051	OG0000001	n3266																																																																					WP_057008921.1																																																																																																																																																																															
N175.HOG0000052	OG0000002	n11																																																																					WP_057008534.1																																																																																																																																						WP_243353188.1										WP_076951707.1																															
N175.HOG0000053	OG0000002	n196																																																																					WP_003231449.1																																																																																																																																						WP_124357250.1										WP_076951395.1																															
N175.HOG0000054	OG0000002	n411																																																																					WP_057009092.1																																																																																																																																																																															
N175.HOG0000055	OG0000002	n414																																																																					WP_003171943.1																																																																																																																																						WP_003171943.1										WP_076951278.1																															
N175.HOG0000056	OG0000002	n800																																																																					WP_057008284.1																																																																																																																																																																															
N175.HOG0000057	OG0000002	n818																																																																																																																																																																																																											WP_065887758.1																																									
N175.HOG0000058	OG0000002	n966																																																																					WP_057008582.1																																																																																																																																						WP_065932620.1										WP_076951637.1																															
N175.HOG0000059	OG0000002	n1317																																																																					WP_057007808.1																																																																																																																																						WP_181283462.1										WP_076950055.1																															
N175.HOG0000060	OG0000002	n1459																																																																					WP_057010050.1																																																																																																																																						WP_010208310.1										WP_076949625.1																															
N175.HOG0000061	OG0000002	n1706																																																																					WP_057008826.1																																																																																																																																																																															
N175.HOG0000062	OG0000002	n1756																																																																																																																																																																																																											WP_181283885.1										WP_076951567.1																															
N175.HOG0000063	OG0000002	n1950																																																																					WP_057010171.1																																																																																																																																						WP_243353735.1										WP_076950575.1																															
N175.HOG0000064	OG0000002	n2156																																																																																																																																																																																																																					WP_076954609.1																															
N175.HOG0000065	OG0000002	n2210																																																																					WP_057006416.1																																																																																																																																						WP_181283508.1										WP_076951978.1																															
N175.HOG0000066	OG0000002	n2390																																																																																																																																																																																																																					WP_076952323.1																															
N175.HOG0000067	OG0000002	n2414																																																																																																																																																																																																											WP_243353151.1										WP_076951552.1																															
N175.HOG0000068	OG0000003	n3																																																																					WP_057008910.1																																																																																																																																						WP_191956364.1										WP_231998962.1																															
N175.HOG0000069	OG0000003	n55																																																																					WP_057009890.1																																																																																																																																						WP_181283852.1										WP_076951530.1																															
N175.HOG0000070	OG0000003	n283																																																																					WP_057007305.1																																																																																																																																						WP_243352815.1										WP_076949915.1																															
N175.HOG0000071	OG0000003	n547																																																																					WP_057007374.1																																																																																																																																						WP_243353673.1																																									
N175.HOG0000072	OG0000003	n1129																																																																																																																																																																																																																					WP_076952479.1																															
N175.HOG0000073	OG0000003	n1202																																																																					WP_057007744.1																																																																																																																																						WP_243353434.1										WP_076955103.1																															
N175.HOG0000074	OG0000003	n1615																																																																																																																																																																																																											WP_243353645.1																																									
N175.HOG0000075	OG0000003	n1876																																																																					WP_057006828.1																																																																																																																																																WP_076951238.1																															
N175.HOG0000076	OG0000003	n1897																																																																																																																																																																																																											WP_191951638.1																																									
N175.HOG0000077	OG0000003	n1938																																																																					WP_057008202.1																																																																																																																																						WP_243352564.1										WP_076953094.1																															
N175.HOG0000078	OG0000004	n31																																																																					WP_057009414.1																																																																																																																																						WP_243352386.1																																									
N175.HOG0000079	OG0000004	n123																																																																					WP_057007460.1																																																																																																																																						WP_243352488.1																																									
N175.HOG0000080	OG0000004	n269																																																																					WP_057009415.1																																																																																																																																						WP_243352387.1																																									
N175.HOG0000081	OG0000004	n432																																																																																																																																																																																																																					WP_076953715.1																															
N175.HOG0000082	OG0000004	n478																																																																																																																																																																																																																					WP_076953713.1																															
N175.HOG0000083	OG0000004	n548																																																																																																																																																																																																											WP_191951621.1																																									
N175.HOG0000084	OG0000004	n589																																																																					WP_057009826.1																																																																																																																																																																															
N175.HOG0000085	OG0000004	n604																																																																					WP_057009829.1																																																																																																																																																																															
N175.HOG0000086	OG0000004	n723																																																																					WP_057009828.1																																																																																																																																																																															
N175.HOG0000087	OG0000004	n763																																																																					WP_057009827.1																																																																																																																																																																															
N175.HOG0000088	OG0000004	n1004																																																																					WP_057008705.1																																																																																																																																																																															
N175.HOG0000089	OG0000004	n1219																																																																																																																																																																																																																					WP_076952568.1																															
N175.HOG0000090	OG0000004	n1271																																																																					WP_057009353.1																																																																																																																																						WP_243353700.1										WP_076952569.1																															
N175.HOG0000091	OG0000004	n1341																																																																					WP_057009352.1																																																																																																																																						WP_243353701.1										WP_076952567.1																															
N175.HOG0000092	OG0000004	n1518																																																																					WP_057009831.1																																																																																																																																																																															
N175.HOG0000093	OG0000004	n1622																																																																					WP_057008145.1																																																																																																																																						WP_243352600.1										WP_076953021.1																															
N175.HOG0000094	OG0000005	n56																																																																																																																																																																																																																					WP_076950687.1																															
N175.HOG0000095	OG0000005	n78																																																																																																																																																																																																																					WP_076950991.1																															
N175.HOG0000096	OG0000005	n107																																																																					WP_057008903.1																																																																																																																																						WP_181285006.1										WP_076952337.1																															
N175.HOG0000097	OG0000005	n352																																																																																																																																																																																																											WP_243353076.1										WP_076952158.1																															
N175.HOG0000098	OG0000005	n469																																																																					WP_057007054.1																																																																																																																																						WP_191956422.1										WP_076951311.1																															
N175.HOG0000099	OG0000005	n665																																																																																																																																																																																																																					WP_076952112.1																															
