HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1	GCF_000271365.1	GCF_000510305.1	GCF_002943995.1	GCF_002951475.1	GCF_004355125.1	GCF_004355145.1	GCF_013343435.1	GCF_013343475.1	GCF_013343535.1	GCF_022559545.1
N196.HOG0000000	OG0000000	n19																																																																																																																																												WP_186753011.1																																																																																																								
N196.HOG0000001	OG0000000	n67																																																																																																																																												WP_186753009.1																				WP_021490962.1																																																																																				
N196.HOG0000002	OG0000000	n210																																																																																																																																												WP_065874798.1																				WP_010212155.1																																																																																				
N196.HOG0000003	OG0000000	n445																																																																																																																																																																WP_106119983.1																																																																																				
N196.HOG0000004	OG0000000	n464																																																																																																																																												WP_186752980.1																																																																																																								
N196.HOG0000005	OG0000000	n566																																																																																																																																												WP_065875025.1																				WP_021491858.1																																																																																				
N196.HOG0000006	OG0000000	n1001																																																																																																																																												WP_065876031.1																				WP_198580936.1																																																																																				
N196.HOG0000007	OG0000000	n1299																																																																																																																																												WP_065876173.1																				WP_021493295.1																																																																																				
N196.HOG0000008	OG0000000	n1373																																																																																																																																												WP_186755211.1																																																																																																								
N196.HOG0000009	OG0000000	n1512																																																																																																																																												WP_065876265.1																				WP_010211237.1																																																																																				
N196.HOG0000010	OG0000000	n1577																																																																																																																																												WP_083207068.1																				WP_031291303.1																																																																																				
N196.HOG0000011	OG0000000	n1671																																																																																																																																												WP_065880724.1																				WP_045791637.1																																																																																				
N196.HOG0000012	OG0000000	n1920																																																																																																																																												WP_065880932.1																				WP_198581046.1																																																																																				
N196.HOG0000013	OG0000000	n1976																																																																																																																																												WP_065875942.1																				WP_010209220.1																																																																																				
N196.HOG0000014	OG0000000	n2126																																																																																																																																												WP_065880832.1																																																																																																								
N196.HOG0000015	OG0000000	n2155																																																																																																																																												WP_065890105.1																				WP_010212436.1																																																																																				
N196.HOG0000016	OG0000000	n2444																																																																																																																																																																WP_197032746.1																																																																																				
N196.HOG0000017	OG0000000	n2569																																																																																																																																												WP_065874024.1																																																																																																								
N196.HOG0000018	OG0000000	n2874																																																																																																																																																																WP_021490773.1																																																																																				
N196.HOG0000019	OG0000000	n3050																																																																																																																																												WP_065876007.1																				WP_045791907.1																																																																																				
N196.HOG0000020	OG0000000	n3229																																																																																																																																												WP_065875222.1																																																																																																								
N196.HOG0000021	OG0000000	n3297																																																																																																																																												WP_065891013.1																																																																																																								
N196.HOG0000022	OG0000000	n3432																																																																																																																																												WP_065890927.1																				WP_010210239.1																																																																																				
N196.HOG0000023	OG0000000	n3645																																																																																																																																												WP_065875385.1																				WP_010208249.1																																																																																				
N196.HOG0000024	OG0000001	n9																																																																																																																																												WP_065889847.1																				WP_005790544.1																																																																																				
N196.HOG0000025	OG0000001	n384																																																																																																																																												WP_065880122.1																				WP_010212852.1																																																																																				
N196.HOG0000026	OG0000001	n541																																																																																																																																												WP_065876077.1																				WP_010211047.1																																																																																				
N196.HOG0000027	OG0000001	n563																																																																																																																																												WP_065872135.1																																																																																																								
N196.HOG0000028	OG0000001	n600																																																																																																																																												WP_186755155.1																				WP_010211099.1																																																																																				
N196.HOG0000029	OG0000001	n794																																																																																																																																												WP_049708534.1																																																																																																								
N196.HOG0000030	OG0000001	n800																																																																																																																																												WP_065875940.1																																																																																																								
N196.HOG0000031	OG0000001	n822																																																																																																																																												WP_065874616.1																																																																																																								
N196.HOG0000032	OG0000001	n992																																																																																																																																												WP_065889831.1																				WP_069673242.1																																																																																				
N196.HOG0000033	OG0000001	n1359																																																																																																																																												WP_065872642.1																				WP_010211676.1																																																																																				
N196.HOG0000034	OG0000001	n1601																																																																																																																																												WP_049713006.1																				WP_010210056.1																																																																																				
N196.HOG0000035	OG0000001	n1847																																																																																																																																												WP_065872136.1																																																																																																								
N196.HOG0000036	OG0000001	n1883																																																																																																																																												WP_065876253.1																				WP_198581595.1																																																																																				
N196.HOG0000037	OG0000001	n2141																																																																																																																																												WP_065875955.1																				WP_198581042.1																																																																																				
N196.HOG0000038	OG0000001	n2245																																																																																																																																												WP_186754433.1																				WP_010208408.1																																																																																				
N196.HOG0000039	OG0000001	n2399																																																																																																																																												WP_065880948.1																				WP_021492873.1																																																																																				
N196.HOG0000040	OG0000001	n2494																																																																																																																																												WP_065874785.1																				WP_010212176.1																																																																																				
N196.HOG0000041	OG0000001	n2761																																																																																																																																																																WP_010214032.1																																																																																				
N196.HOG0000042	OG0000001	n2962																																																																																																																																												WP_056860326.1																																																																																																								
N196.HOG0000043	OG0000001	n2972																																																																																																																																																																WP_010210437.1																																																																																				
N196.HOG0000044	OG0000001	n3141																																																																																																																																												WP_065890461.1																				WP_021491816.1																																																																																				
N196.HOG0000045	OG0000001	n3187																																																																																																																																												WP_065890699.1																				WP_045791851.1																																																																																				
N196.HOG0000046	OG0000001	n3266																																																																																																																																												WP_065873291.1																																																																																																								
N196.HOG0000047	OG0000002	n11																																																																																																																																												WP_049710432.1																				WP_010213814.1																																																																																				
N196.HOG0000048	OG0000002	n196																																																																																																																																												WP_049709764.1																																																																																																								
N196.HOG0000049	OG0000002	n414																																																																																																																																												WP_003171943.1																				WP_003171943.1																																																																																				
N196.HOG0000050	OG0000002	n645																																																																																																																																																																WP_042571451.1																																																																																				
N196.HOG0000051	OG0000002	n800																																																																																																																																												WP_202895250.1																																																																																																								
N196.HOG0000052	OG0000002	n818																																																																																																																																												WP_065875413.1																																																																																																								
N196.HOG0000053	OG0000002	n910																																																																																																																																																																WP_010209910.1																																																																																				
N196.HOG0000054	OG0000002	n966																																																																																																																																												WP_065890257.1																				WP_010213906.1																																																																																				
N196.HOG0000055	OG0000002	n1259																																																																																																																																																																WP_010209321.1																																																																																				
N196.HOG0000056	OG0000002	n1317																																																																																																																																												WP_065880055.1																																																																																																								
N196.HOG0000057	OG0000002	n1459																																																																																																																																												WP_005790637.1																																																																																																								
N196.HOG0000058	OG0000002	n1706																																																																																																																																												WP_065890677.1																				WP_042571769.1																																																																																				
N196.HOG0000059	OG0000002	n1756																																																																																																																																												WP_065875871.1																				WP_010214113.1																																																																																				
N196.HOG0000060	OG0000002	n1950																																																																																																																																												WP_065872030.1																				WP_010210959.1																																																																																				
N196.HOG0000061	OG0000002	n2210																																																																																																																																												WP_065874453.1																				WP_010207409.1																																																																																				
N196.HOG0000062	OG0000002	n2414																																																																																																																																												WP_065890221.1																				WP_198581283.1																																																																																				
N196.HOG0000063	OG0000003	n3																																																																																																																																												WP_083207214.1																				WP_021491755.1																																																																																				
N196.HOG0000064	OG0000003	n55																																																																																																																																												WP_065872790.1																				WP_010214174.1																																																																																				
N196.HOG0000065	OG0000003	n283																																																																																																																																												WP_065890021.1																																																																																																								
N196.HOG0000066	OG0000003	n547																																																																																																																																												WP_065876245.1																																																																																																								
N196.HOG0000067	OG0000003	n1129																																																																																																																																												WP_186754634.1																				WP_021491711.1																																																																																				
N196.HOG0000068	OG0000003	n1202																																																																																																																																												WP_065872481.1																				WP_010212639.1																																																																																				
N196.HOG0000069	OG0000003	n1522																																																																																																																																												WP_186754780.1, WP_186753853.1																																																																																																								
N196.HOG0000070	OG0000003	n1876																																																																																																																																												WP_065879594.1																																																																																																								
N196.HOG0000071	OG0000003	n1938																																																																																																																																												WP_065873306.1																				WP_010208916.1																																																																																				
N196.HOG0000072	OG0000004	n815																																																																																																																																												WP_210172782.1																																																																																																								
N196.HOG0000073	OG0000004	n899																																																																																																																																												WP_186754665.1																																																																																																								
N196.HOG0000074	OG0000004	n949																																																																																																																																												WP_210172798.1, WP_210172797.1																																																																																																								
N196.HOG0000075	OG0000004	n1219																																																																																																																																												WP_186755385.1																																																																																																								
N196.HOG0000076	OG0000004	n1271																																																																																																																																												WP_186755159.1																				WP_198581588.1																																																																																				
N196.HOG0000077	OG0000004	n1368																																																																																																																																												WP_210172796.1																																																																																																								
N196.HOG0000078	OG0000004	n1622																																																																																																																																												WP_065891076.1																																																																																																								
N196.HOG0000079	OG0000005	n56																																																																																																																																												WP_049712781.1																																																																																																								
N196.HOG0000080	OG0000005	n78																																																																																																																																												WP_065945939.1																																																																																																								
N196.HOG0000081	OG0000005	n107																																																																																																																																												WP_049708526.1																				WP_198581619.1																																																																																				
N196.HOG0000082	OG0000005	n288																																																																																																																																																																WP_042572187.1																																																																																				
N196.HOG0000083	OG0000005	n316																																																																																																																																												WP_065874510.1																																																																																																								
N196.HOG0000084	OG0000005	n352																																																																																																																																												WP_065891281.1																				WP_029529036.1																																																																																				
N196.HOG0000085	OG0000005	n469																																																																																																																																												WP_065871738.1																				WP_010212902.1																																																																																				
N196.HOG0000086	OG0000005	n633																																																																																																																																												WP_065872822.1																				WP_069672883.1																																																																																				
N196.HOG0000087	OG0000005	n697																																																																																																																																												WP_049711425.1																				WP_021492949.1																																																																																				
N196.HOG0000088	OG0000005	n806																																																																																																																																												WP_065874625.1																				WP_010211526.1																																																																																				
N196.HOG0000089	OG0000005	n909																																																																																																																																												WP_202895329.1																				WP_193387810.1																																																																																				
N196.HOG0000090	OG0000005	n1092																																																																																																																																												WP_065890281.1																				WP_021492365.1																																																																																				
N196.HOG0000091	OG0000005	n1354																																																																																																																																												WP_065874236.1																																																																																																								
N196.HOG0000092	OG0000005	n1355																																																																																																																																												WP_065872625.1																																																																																																								
N196.HOG0000093	OG0000005	n1371																																																																																																																																												WP_065872114.1																				WP_021492741.1																																																																																				
N196.HOG0000094	OG0000005	n1536																																																																																																																																												WP_065871830.1																				WP_042571457.1																																																																																				
N196.HOG0000095	OG0000006	n15																																																																																																																																																																WP_010211185.1																																																																																				
N196.HOG0000096	OG0000006	n41																																																																																																																																																																WP_198581480.1																																																																																				
N196.HOG0000097	OG0000006	n338																																																																																																																																												WP_065891334.1																				WP_010207352.1																																																																																				
N196.HOG0000098	OG0000006	n494																																																																																																																																																																WP_106120244.1																																																																																				
N196.HOG0000099	OG0000006	n521																																																																																																																																												WP_065890839.1																																																																																																								
N196.HOG0000100	OG0000006	n640																																																																																																																																												WP_065872163.1																				WP_154847136.1																																																																																				
N196.HOG0000101	OG0000006	n703																																																																																																																																												WP_065891052.1																																																																																																								
N196.HOG0000102	OG0000006	n982																																																																																																																																												WP_186754603.1																																																																																																								
N196.HOG0000103	OG0000006	n1107																																																																																																																																												WP_065873257.1																																																																																																								
N196.HOG0000104	OG0000006	n1363																																																																																																																																												WP_186753779.1																																																																																																								
N196.HOG0000105	OG0000007	n4																																																																																																																																												WP_065872751.1																				WP_010211897.1																																																																																				
N196.HOG0000106	OG0000007	n377																																																																																																																																												WP_065889137.1																				WP_010213702.1																																																																																				
N196.HOG0000107	OG0000007	n535																																																																																																																																												WP_065881563.1																				WP_137206290.1																																																																																				
N196.HOG0000108	OG0000007	n622																																																																																																																																												WP_065882112.1																																																																																																								
N196.HOG0000109	OG0000007	n800																																																																																																																																																																WP_042572461.1																																																																																				
N196.HOG0000110	OG0000007	n923																																																																																																																																												WP_065889778.1																				WP_198581092.1																																																																																				
N196.HOG0000111	OG0000007	n1126																																																																																																																																												WP_186753855.1																																																																																																								
N196.HOG0000112	OG0000007	n1378																																																																																																																																												WP_065874742.1																				WP_198581475.1																																																																																				
N196.HOG0000113	OG0000007	n1451																																																																																																																																																																WP_021492288.1																																																																																				
N196.HOG0000114	OG0000008	n6																																																																																																																																												WP_065889343.1																				WP_010211241.1																																																																																				
N196.HOG0000115	OG0000008	n254																																																																																																																																												WP_065874010.1																				WP_010208303.1																																																																																				
N196.HOG0000116	OG0000008	n568																																																																																																																																												WP_065872418.1																				WP_154973219.1																																																																																				
N196.HOG0000117	OG0000008	n700																																																																																																																																												WP_065875035.1																																																																																																								
N196.HOG0000118	OG0000008	n731																																																																																																																																												WP_065875870.1																				WP_010214111.1																																																																																				
N196.HOG0000119	OG0000008	n924																																																																																																																																												WP_065891340.1																				WP_010207320.1																																																																																				
N196.HOG0000120	OG0000008	n1112																																																																																																																																																																WP_029529146.1																																																																																				
N196.HOG0000121	OG0000008	n1189																																																																																																																																												WP_003187758.1																				WP_010213907.1																																																																																				
N196.HOG0000122	OG0000009	n9																																																																																																																																												WP_065880721.1																				WP_010206519.1																																																																																				
N196.HOG0000123	OG0000009	n316																																																																																																																																												WP_065875789.1																				WP_042571325.1																																																																																				
N196.HOG0000124	OG0000009	n487																																																																																																																																												WP_065876280.1																				WP_010211247.1																																																																																				
N196.HOG0000125	OG0000009	n700																																																																																																																																												WP_049713116.1																				WP_106119177.1																																																																																				
N196.HOG0000126	OG0000009	n747																																																																																																																																												WP_065891204.1																																																																																																								
N196.HOG0000127	OG0000009	n762																																																																																																																																												WP_065910800.1																				WP_010213837.1																																																																																				
N196.HOG0000128	OG0000009	n919																																																																																																																																												WP_065872554.1																				WP_010212811.1																																																																																				
N196.HOG0000129	OG0000009	n1122																																																																																																																																												WP_065889924.1																				WP_021491252.1																																																																																				
N196.HOG0000130	OG0000009	n1311																																																																																																																																												WP_065890048.1																				WP_010206530.1																																																																																				
N196.HOG0000131	OG0000010	n1																																																																																																																																												WP_083207205.1																				WP_029529108.1																																																																																				
N196.HOG0000132	OG0000010	n243																																																																																																																																												WP_003365337.1																				WP_003365337.1																																																																																				
N196.HOG0000133	OG0000010	n513																																																																																																																																												WP_002554837.1																				WP_002554837.1																																																																																				
N196.HOG0000134	OG0000010	n761																																																																																																																																												WP_003234260.1																				WP_003234260.1																																																																																				
N196.HOG0000135	OG0000010	n899																																																																																																																																												WP_025854767.1																				WP_010208095.1																																																																																				
N196.HOG0000136	OG0000010	n1125																																																																																																																																												WP_032891681.1																																																																																																								
N196.HOG0000137	OG0000010	n1341																																																																																																																																												WP_065873740.1																				WP_010208766.1																																																																																				
