HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1
N17.HOG0000000	OG0000000	n540																																																																																																																																																																																																																						WP_093393102.1																				
N17.HOG0000001	OG0000000	n1477																																																																																																																																																																																							WP_223655289.1																															WP_093391904.1																				
N17.HOG0000002	OG0000000	n1837																																																																																																																																																																																							WP_223655767.1																															WP_231701463.1																				
N17.HOG0000003	OG0000001	n4																																																																																																																																																																																							WP_223655677.1																															WP_093397444.1																				
N17.HOG0000004	OG0000001	n92																																																																																																																																																																																							WP_223650835.1																															WP_093392497.1																				
N17.HOG0000005	OG0000001	n411																																																																																																																																																																																																																						WP_231701495.1																				
N17.HOG0000006	OG0000001	n794																																																																																																																																																																																							WP_223652176.1																															WP_093394350.1																				
N17.HOG0000007	OG0000001	n874																																																																																																																																																																																							WP_223655380.1																																																			
N17.HOG0000008	OG0000001	n1421																																																																																																																																																																																							WP_223653986.1																															WP_093396596.1																				
N17.HOG0000009	OG0000001	n2582																																																																																																																																																																																							WP_223655480.1																															WP_093392084.1																				
N17.HOG0000010	OG0000001	n2773																																																																																																																																																																																							WP_223655192.1																															WP_093391823.1																				
N17.HOG0000011	OG0000001	n2828																																																																																																																																																																																							WP_223652197.1																																																			
N17.HOG0000012	OG0000001	n2954																																																																																																																																																																																							WP_223655195.1																															WP_093391826.1																				
N17.HOG0000013	OG0000001	n2968																																																																																																																																																																																							WP_223650945.1																															WP_093392617.1																				
N17.HOG0000014	OG0000001	n3183																																																																																																																																																																																							WP_223653832.1																															WP_093396387.1																				
N17.HOG0000015	OG0000002	n1113																																																																																																																																																																																							WP_223654177.1																															WP_093396828.1																				
N17.HOG0000016	OG0000003	n7																																																																																																																																																																																							WP_223654579.1																															WP_093391024.1																				
N17.HOG0000017	OG0000003	n54																																																																																																																																																																																							WP_223655357.1																																																			
N17.HOG0000018	OG0000003	n107																																																																																																																																																																																							WP_223653427.1																																																			
N17.HOG0000019	OG0000003	n131																																																																																																																																																																																																																						WP_093393196.1																				
N17.HOG0000020	OG0000003	n136																																																																																																																																																																																							WP_223655410.1, WP_223655411.1																															WP_231701537.1																				
N17.HOG0000021	OG0000003	n203																																																																																																																																																																																							WP_223655698.1																															WP_093392298.1																				
N17.HOG0000022	OG0000003	n261																																																																																																																																																																																							WP_223652201.1																															WP_093394383.1																				
N17.HOG0000023	OG0000003	n263																																																																																																																																																																																							WP_223652203.1																															WP_093394386.1																				
N17.HOG0000024	OG0000003	n277																																																																																																																																																																																							WP_223650695.1																															WP_093392387.1																				
N17.HOG0000025	OG0000003	n279																																																																																																																																																																																							WP_223654120.1																															WP_093396752.1																				
N17.HOG0000026	OG0000003	n288																																																																																																																																																																																							WP_223655425.1																																																			
N17.HOG0000027	OG0000003	n794																																																																																																																																																																																							WP_223654575.1																															WP_093391017.1																				
N17.HOG0000028	OG0000003	n826																																																																																																																																																																																																																						WP_093391888.1																				
N17.HOG0000029	OG0000003	n1131																																																																																																																																																																																							WP_223655365.1																																																			
N17.HOG0000030	OG0000003	n1132																																																																																																																																																																																							WP_223655448.1																															WP_093392056.1																				
N17.HOG0000031	OG0000003	n1663																																																																																																																																																																																							WP_223651627.1																															WP_093393594.1																				
N17.HOG0000032	OG0000006	n37																																																																																																																																																																																																																						WP_093396452.1																				
N17.HOG0000033	OG0000006	n292																																																																																																																																																																																							WP_223654980.1																															WP_093391639.1																				
N17.HOG0000034	OG0000006	n798																																																																																																																																																																																							WP_223651209.1																															WP_231701567.1																				
N17.HOG0000035	OG0000007	n6																																																																																																																																																																																							WP_223655102.1																															WP_093391760.1																				
N17.HOG0000036	OG0000007	n1007																																																																																																																																																																																							WP_223654124.1																															WP_093396758.1																				
N17.HOG0000037	OG0000007	n1052																																																																																																																																																																																							WP_223655513.1																															WP_093392116.1																				
N17.HOG0000038	OG0000009	n1																																																																																																																																																																																							WP_223655739.1																															WP_093392320.1																				
N17.HOG0000039	OG0000009	n1081																																																																																																																																																																																							WP_223652283.1																															WP_093394507.1																				
N17.HOG0000040	OG0000009	n1260																																																																																																																																																																																							WP_279346940.1																															WP_093392000.1																				
N17.HOG0000041	OG0000009	n1287																																																																																																																																																																																							WP_036989629.1																															WP_093392140.1																				
N17.HOG0000042	OG0000011	n4																																																																																																																																																																																							WP_223654068.1																															WP_093397839.1																				
N17.HOG0000043	OG0000011	n281																																																																																																																																																																																							WP_223654067.1																															WP_093396685.1																				
N17.HOG0000044	OG0000013	n723																																																																																																																																																																																							WP_223655686.1																															WP_093392291.1																				
N17.HOG0000045	OG0000013	n872																																																																																																																																																																																							WP_223651475.1																															WP_093393397.1																				
N17.HOG0000046	OG0000014	n4																																																																																																																																																																																							WP_223653675.1																															WP_093396160.1																				
