HOG	OG	Gene Tree Parent Clade	GCA_000014625.1	GCA_001077675.1	GCF_000006765.1	GCF_000007805.1	GCF_000009225.2	GCF_000012265.1	GCF_000013785.1	GCF_000017205.1	GCF_000026105.1	GCF_000026645.1	GCF_000046845.1	GCF_000145845.1	GCF_000145845.2	GCF_000145885.1	GCF_000146005.2	GCF_000164015.3	GCF_000172895.1	GCF_000194805.1	GCF_000204295.1	GCF_000219605.1	GCF_000237045.1	GCF_000280575.1	GCF_000293885.2	GCF_000319815.1	GCF_000327065.1	GCF_000344475.3	GCF_000349845.1	GCF_000397205.1	GCF_000413935.1	GCF_000452445.2	GCF_000452705.1	GCF_000452745.2	GCF_000510285.1	GCF_000568855.2	GCF_000696345.2	GCF_000746525.1	GCF_000759535.1	GCF_000761155.1	GCF_000813225.1	GCF_000825645.2	GCF_000828695.1	GCF_000988485.1	GCF_001020725.2	GCF_001042905.1	GCF_001269655.1	GCF_001297075.1	GCF_001400495.1	GCF_001400675.1	GCF_001412045.1	GCF_001449085.1	GCF_001477425.1	GCF_001482725.1	GCF_001515585.1	GCF_001518815.1	GCF_001543125.1	GCF_001547895.1	GCF_001547915.1	GCF_001594225.1	GCF_001605965.1	GCF_001641345.1	GCF_001647715.1	GCF_001655295.1	GCF_001655595.1	GCF_001655615.1	GCF_001661075.1	GCF_001682515.1	GCF_001708425.1	GCF_001708505.1	GCF_001730655.1	GCF_001839655.2	GCF_002007785.1	GCF_002024285.1	GCF_002091695.1	GCF_002287865.1	GCF_002318885.1	GCF_002355315.1	GCF_002356535.2	GCF_002362295.1	GCF_002442555.1	GCF_002688705.1	GCF_002736065.1	GCF_002741095.1	GCF_002864795.1	GCF_002884415.1	GCF_002905795.1	GCF_002941105.1	GCF_002966555.1	GCF_002966835.1	GCF_002980135.1	GCF_003047185.1	GCF_003410335.1	GCF_003413075.1	GCF_003415775.1	GCF_003626995.1	GCF_003671865.1	GCF_003699405.1	GCF_003699955.1	GCF_003700835.1	GCF_003850385.1	GCF_003850425.1	GCF_003851145.1	GCF_003851385.1	GCF_003851985.1	GCF_003852025.1	GCF_003940825.1	GCF_004124255.1	GCF_004135995.1	GCF_004348895.1	GCF_004683905.1	GCF_004745455.1	GCF_005080685.1	GCF_005281455.1	GCF_007833495.1	GCF_008370715.1	GCF_008693965.1	GCF_008801455.1	GCF_008801565.1	GCF_009362955.1	GCF_009497895.1	GCF_009740185.1	GCF_009755645.1	GCF_009903285.1	GCF_009911755.1	GCF_011040435.1	GCF_011397855.1	GCF_011466835.1	GCF_011765175.1	GCF_012971725.1	GCF_013200955.1	GCF_013347965.1	GCF_013374995.1	GCF_013393345.1	GCF_013403585.1	GCF_013409125.2	GCF_013425825.1	GCF_013778535.1	GCF_013911125.1	GCF_014076455.1	GCF_014190825.1	GCF_014268275.2	GCF_014268375.2	GCF_014268445.1	GCF_014268455.2	GCF_014268485.2	GCF_014268495.1	GCF_014268585.2	GCF_014268595.1	GCF_014268695.2	GCF_014268755.2	GCF_014268885.2	GCF_014269025.1	GCF_014269225.2	GCF_014522265.1	GCF_014656565.1	GCF_014855475.1	GCF_014863585.1	GCF_014863605.1	GCF_015476275.1	GCF_015712065.1	GCF_016134935.1	GCF_016599635.1	GCF_016861485.1	GCF_017166425.1	GCF_017167965.1	GCF_017798225.1	GCF_017915135.1	GCF_018388545.1	GCF_018417575.1	GCF_019139535.1	GCF_019139675.1	GCF_019139795.1	GCF_019139815.1	GCF_019139835.1	GCF_019139855.1	GCF_019139895.1	GCF_019141525.1	GCF_019285655.1	GCF_019334485.1	GCF_019614655.1	GCF_019693255.1	GCF_019719375.1	GCF_019879085.1	GCF_020025155.1	GCF_020204845.1	GCF_020422905.1	GCF_020424105.1	GCF_020917325.1	GCF_021029445.1	GCF_021233455.1	GCF_021389915.1	GCF_021398855.1	GCF_021432765.1	GCF_021495345.1	GCF_021601925.1	GCF_021605025.1	GCF_021654315.1	GCF_021725455.1	GCF_022026035.1	GCF_022049085.1	GCF_022510205.1	GCF_022533565.1	GCF_022557235.1	GCF_022807995.1	GCF_022870785.1	GCF_023207855.1	GCF_023277925.1	GCF_024023035.1	GCF_024072295.1	GCF_024397895.1	GCF_024413275.1	GCF_024448735.1	GCF_900104805.1	GCF_900104915.1	GCF_900104945.1	GCF_900105005.1	GCF_900105255.1	GCF_900105485.1	GCF_900105655.1	GCF_900105885.1	GCF_900105995.1	GCF_900106015.1	GCF_900106045.1	GCF_900116605.1	GCF_900188285.1	GCF_900235895.1	GCF_900475215.1	GCF_900475285.1	GCF_900601635.1	GCF_900625045.1	GCF_900626055.1	GCF_900636845.1	GCF_900636995.1	GCF_900682675.1	GCF_901482615.1
N36.HOG0000000	OG0000000	n68	ABJ12356.1		NP_251814.1							WP_003115019.1																								WP_003115019.1																																																																																												WP_003104212.1																																																																																																												
N36.HOG0000001	OG0000000	n97	ABJ11048.1		NP_250550.1					WP_004367886.1		WP_003098210.1																								WP_003098210.1																																																																																												WP_003098210.1																																																																																																												
N36.HOG0000002	OG0000000	n583																																																																																																																														WP_232891604.1																																																																																																												
N36.HOG0000003	OG0000000	n761	ABJ15013.1		NP_248746.1					WP_011979078.1		WP_003083596.1																								WP_003083596.1																																																																																												WP_003083596.1																																																																																																												
N36.HOG0000004	OG0000000	n1073	ABJ15080.1		NP_248813.1					WP_011979166.1		WP_012613448.1																								WP_003083769.1																																																																																												WP_003083769.1																																																																																																												
N36.HOG0000005	OG0000000	n1111	ABJ10500.1		NP_250003.1							WP_003082689.1																								WP_003082689.1																																																																																												WP_003082689.1																																																																																																												
N36.HOG0000006	OG0000000	n1187	ABJ11441.1		NP_250948.1					WP_012075757.1		WP_003139449.1																								WP_003089264.1																																																																																												WP_003089264.1																																																																																																												
N36.HOG0000007	OG0000000	n1274	ABJ11903.1		NP_251371.1							WP_003160458.1																								WP_095866994.1																																																																																												WP_003097737.1																																																																																																												
N36.HOG0000008	OG0000000	n1324	ABJ11727.1		NP_251237.1					WP_079262175.1		WP_078452200.1																								WP_078451349.1																																																																																												WP_075604361.1																																																																																																												
N36.HOG0000009	OG0000000	n1392																																		WP_016253237.1																																																																																																																																																																																																								
N36.HOG0000010	OG0000000	n1477	ABJ12367.1		NP_251825.1					WP_012075043.1		WP_003091419.1																								WP_003091419.1																																																																																												WP_003091419.1																																																																																																												
N36.HOG0000011	OG0000000	n1686	ABJ10385.1		NP_249892.1					WP_012076647.1		WP_003082475.1																								WP_003082475.1																																																																																												WP_003082475.1																																																																																																												
N36.HOG0000012	OG0000000	n1691	ABJ11616.1		NP_251122.1					WP_003156892.1		WP_003089677.1																																																																																																																				WP_003089677.1																																																																																																												
N36.HOG0000013	OG0000000	n1702	ABJ11299.1		NP_250813.1					WP_003154798.1		WP_003102145.1																								WP_016253474.1																																																																																												WP_003102145.1																																																																																																												
N36.HOG0000014	OG0000000	n2334	ABJ12863.1		NP_252320.1					WP_003152335.1		WP_003098564.1																								WP_003098564.1																																																																																												WP_003098564.1																																																																																																												
N36.HOG0000015	OG0000000	n2663	ABJ13435.1																																																																																																																																																																																																																																									
N36.HOG0000016	OG0000000	n2766								WP_012075984.1																																																																																																																																																																																																																																		
N36.HOG0000017	OG0000000	n2894	ABJ11496.1		NP_251006.1					WP_012075725.1		WP_003117841.1																								WP_003144059.1																																																																																												WP_003144059.1																																																																																																												
N36.HOG0000018	OG0000000	n3073	ABJ11241.1		NP_250746.1							WP_003107805.1																								WP_016253500.1																																																																																												WP_003107805.1																																																																																																												
N36.HOG0000019	OG0000000	n3133	ABJ13452.1		NP_252863.1							WP_003101343.1																								WP_003101343.1																																																																																												WP_003101343.1																																																																																																												
N36.HOG0000020	OG0000000	n3244	ABJ12449.1							WP_012075475.1																																																																																																																																																																																																																																		
N36.HOG0000021	OG0000000	n3259	ABJ11714.1		NP_251224.1							WP_003120066.1																								WP_003120066.1																																																																																												WP_003120066.1																																																																																																												
N36.HOG0000022	OG0000000	n3405	ABJ12116.1		NP_251567.1					WP_012075237.1		WP_003101696.1																								WP_003101696.1																																																																																												WP_003101696.1																																																																																																												
N36.HOG0000023	OG0000001	n8	ABJ14911.1		NP_254211.1					WP_012078081.1		WP_003099690.1																								WP_003099690.1																																																																																												WP_003099690.1																																																																																																												
N36.HOG0000024	OG0000001	n92	ABJ12205.1		NP_251657.1					WP_003155792.1		WP_003091137.1																								WP_003091137.1																																																																																												WP_003091137.1																																																																																																												
N36.HOG0000025	OG0000001	n371	ABJ13434.1		NP_252851.1							WP_003101310.1																								WP_003101310.1																																																																																												WP_003101310.1																																																																																																												
N36.HOG0000026	OG0000001	n411	ABJ13420.1		NP_252837.1							WP_003104791.1																								WP_003104791.1																																																																																												WP_003104791.1																																																																																																												
N36.HOG0000027	OG0000001	n529	ABJ11190.1		NP_250693.1					WP_012076030.1		WP_003113501.1																								WP_003113501.1																																																																																												WP_003100413.1																																																																																																												
N36.HOG0000028	OG0000001	n698			NP_252201.1																															WP_003112899.1																																																																																																																																																																																																								
N36.HOG0000029	OG0000001	n729	ABJ13376.1																																																																																																																													WP_003093411.1																																																																																																												
N36.HOG0000030	OG0000001	n897			NP_252197.1																															WP_003112903.1																																																																																																																																																																																																								
N36.HOG0000031	OG0000001	n1069	ABJ13361.1		NP_252778.1					WP_012074350.1		WP_003104535.1																								WP_003104535.1																																																																																												WP_003104535.1																																																																																																												
N36.HOG0000032	OG0000001	n1385	ABJ14908.1		NP_254208.1					WP_003097046.1		WP_003097046.1																								WP_003097046.1																																																																																												WP_003097046.1																																																																																																												
N36.HOG0000033	OG0000001	n1557	ABJ11013.1		NP_250518.1					WP_012076156.1		WP_003113599.1																								WP_016253558.1																																																																																												WP_003098168.1																																																																																																												
N36.HOG0000034	OG0000001	n1568								WP_003152317.1																										WP_003120610.1																																																																																												WP_003120610.1																																																																																																												
N36.HOG0000035	OG0000001	n1701								WP_012074268.1																																																																																																																																																																																																																																		
N36.HOG0000036	OG0000001	n1709								WP_012075983.1																																																																																																																																																																																																																																		
N36.HOG0000037	OG0000001	n1826	ABJ13373.1		NP_252787.1					WP_012074342.1		WP_003093405.1																																																																																																																				WP_003093405.1																																																																																																												
N36.HOG0000038	OG0000001	n2347	ABJ15139.1		NP_248872.1					WP_003149588.1		WP_003106691.1																								WP_003106691.1																																																																																												WP_003106691.1																																																																																																												
N36.HOG0000039	OG0000001	n2516	ABJ10651.1		NP_250161.1					WP_003153728.1		WP_003083112.1																								WP_003117800.1																																																																																												WP_003083112.1																																																																																																												
N36.HOG0000040	OG0000001	n2582	ABJ10830.1		NP_250340.1					WP_012076251.1		WP_012614308.1																								WP_003117742.1																																																																																												WP_003087566.1																																																																																																												
N36.HOG0000041	OG0000001	n2968	ABJ11014.1		NP_250519.1					WP_012076155.1		WP_003087987.1																								WP_003087987.1																																																																																												WP_003087987.1																																																																																																												
N36.HOG0000042	OG0000001	n3215	ABJ11394.1									WP_003123438.1																								WP_003123438.1																																																																																												WP_003123438.1																																																																																																												
N36.HOG0000043	OG0000002	n9	ABJ14457.1		NP_253761.1					WP_012077741.1		WP_003095906.1																								WP_003095906.1																																																																																												WP_003095906.1																																																																																																												
N36.HOG0000044	OG0000002	n134	ABJ10527.1		NP_250030.1					WP_003157966.1		WP_012614329.1																								WP_003082761.1																																																																																												WP_003082761.1																																																																																																												
N36.HOG0000045	OG0000002	n337			NP_252881.1							WP_003118985.1																								WP_003101384.1																																																																																												WP_003101384.1																																																																																																												
N36.HOG0000046	OG0000002	n666	ABJ12638.1		NP_252074.1					WP_003153332.1		WP_003098696.1																								WP_003098696.1																																																																																												WP_003098696.1																																																																																																												
N36.HOG0000047	OG0000002	n1114	ABJ14535.1		NP_253839.1					WP_012077794.1		WP_003096153.1																								WP_003096153.1																																																																																												WP_003096153.1																																																																																																												
N36.HOG0000048	OG0000002	n1578	ABJ12164.1		NP_251616.1							WP_003091036.1																								WP_003122499.1																																																																																												WP_003101443.1																																																																																																												
N36.HOG0000049	OG0000002	n1591	ABJ10052.1		NP_249583.1					WP_012076940.1		WP_012614431.1																								WP_003085940.1																																																																																												WP_003085940.1																																																																																																												
N36.HOG0000050	OG0000002	n2018								WP_012076778.1																																																																																																																																																																																																																																		
N36.HOG0000051	OG0000002	n2088	ABJ10444.1		NP_249947.1					WP_012076613.1		WP_003082555.1																								WP_003086746.1																																																																																												WP_003082555.1																																																																																																												
